"Id","IsDeleted","LLC_BI__Amount_Budgeted__c","LLC_BI__Budget__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","Name"
"a1UWD000005gDeA2AU","false","0.0","a1WWD000002V39D2AS","","Hydraulic Elevators","","24.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdSIAW","CLA-BD-0004001"
"a1UWD000005gDeB2AU","false","0.0","a1WWD000002V39D2AS","","Glass/Glazing","","15.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdTIAW","CLA-BD-0004002"
"a1UWD000005gDeC2AU","false","0.0","a1WWD000002V39D2AS","","General Conditions","","29.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdUIAW","CLA-BD-0004003"
"a1UWD000005gDeD2AU","false","0.0","a1WWD000002V39D2AS","","S & C Bond","","30.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdVIAW","CLA-BD-0004004"
"a1UWD000005gDeE2AU","false","0.0","a1WWD000002V39D2AS","","Rough Carpentry","","9.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdWIAW","CLA-BD-0004005"
"a1UWD000005gDeF2AU","false","0.0","a1WWD000002V39D2AS","","Finish Carpentry/Millwork","","10.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdXIAW","CLA-BD-0004006"
"a1UWD000005gDeG2AU","false","0.0","a1WWD000002V39D2AS","","HVAC","","27.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdYIAW","CLA-BD-0004007"
"a1UWD000005gDeH2AU","false","0.0","a1WWD000002V39D2AS","","Acoustical Ceilings","","18.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdZIAW","CLA-BD-0004008"
"a1UWD000005gDeI2AU","false","0.0","a1WWD000002V39D2AS","","Structural Steel","","8.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdaIAG","CLA-BD-0004009"
"a1UWD000005gDeJ2AU","false","0.0","a1WWD000002V39D2AS","","Plumbing","","25.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdbIAG","CLA-BD-0004010"
"a1UWD000005gDeK2AU","false","0.0","a1WWD000002V39D2AS","","Fabric Awnings","","23.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdcIAG","CLA-BD-0004011"
"a1UWD000005gDeL2AU","false","0.0","a1WWD000002V39D2AS","","Doors/Frames/Hardware","","14.0","","","0.0","0.0","","0.0","","","a23Hu000004TDddIAG","CLA-BD-0004012"
"a1UWD000005gDeM2AU","false","0.0","a1WWD000002V39D2AS","","Unit Masonry","","7.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdeIAG","CLA-BD-0004013"
"a1UWD000005gDeN2AU","false","0.0","a1WWD000002V39D2AS","","Termite Control","","2.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdfIAG","CLA-BD-0004014"
"a1UWD000005gDeO2AU","false","0.0","a1WWD000002V39D2AS","","Fire Protection","","26.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdgIAG","CLA-BD-0004015"
"a1UWD000005gDeP2AU","false","0.0","a1WWD000002V39D2AS","","Joint Sealers","","13.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdhIAG","CLA-BD-0004016"
"a1UWD000005gDeQ2AU","false","0.0","a1WWD000002V39D2AS","","Resilient and Carpet Flooring","","20.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdiIAG","CLA-BD-0004017"
"a1UWD000005gDeR2AU","false","0.0","a1WWD000002V39D2AS","","Building Excavator","","4.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdjIAG","CLA-BD-0004018"
"a1UWD000005gDeS2AU","false","0.0","a1WWD000002V39D2AS","","Painting","","21.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdkIAG","CLA-BD-0004019"
"a1UWD000005gDeT2AU","false","0.0","a1WWD000002V39D2AS","","Sitework","","1.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdlIAG","CLA-BD-0004020"
"a1UWD000005gDeU2AU","false","0.0","a1WWD000002V39D2AS","","Misc. Specialities","","22.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdmIAG","CLA-BD-0004021"
"a1UWD000005gDeV2AU","false","0.0","a1WWD000002V39D2AS","","Electrical","","28.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdnIAG","CLA-BD-0004022"
"a1UWD000005gDeW2AU","false","0.0","a1WWD000002V39D2AS","","Ceramic Tile","","17.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdoIAG","CLA-BD-0004023"
"a1UWD000005gDeX2AU","false","0.0","a1WWD000002V39D2AS","","Cast in Place Concrete","","5.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdpIAG","CLA-BD-0004024"
"a1UWD000005gDeY2AU","false","0.0","a1WWD000002V39D2AS","","Roofing &Sheetmetal Flashing","","12.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdqIAG","CLA-BD-0004025"
"a1UWD000005gDeZ2AU","false","0.0","a1WWD000002V39D2AS","","Studs/Drywall/EIFS","","16.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdrIAG","CLA-BD-0004026"
"a1UWD000005gDea2AE","false","0.0","a1WWD000002V39D2AS","","Tilt-Up Precast Concrete","","6.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdsIAG","CLA-BD-0004027"
"a1UWD000005gDeb2AE","false","0.0","a1WWD000002V39D2AS","","Change Orders","","36.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdtIAG","CLA-BD-0004028"
"a1UWD000005gDec2AE","false","0.0","a1WWD000002V39D2AS","","Allowance - Precast Concrete Pane","","35.0","","","0.0","0.0","","0.0","","","a23Hu000004TDduIAG","CLA-BD-0004029"
"a1UWD000005gDed2AE","false","0.0","a1WWD000002V39D2AS","","Allowance - Drywall Support/Finishing","","34.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdvIAG","CLA-BD-0004030"
"a1UWD000005gDee2AE","false","0.0","a1WWD000002V39D2AS","","Fee","","31.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdwIAG","CLA-BD-0004031"
"a1UWD000005gDef2AE","false","0.0","a1WWD000002V39D2AS","","Allowance - Add'l Steel Support","","33.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdxIAG","CLA-BD-0004032"
"a1UWD000005gDeg2AE","false","0.0","a1WWD000002V39D2AS","","Allowance - Mis Paving Earthwork","","32.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdyIAG","CLA-BD-0004033"
"a1UWD000005gDeh2AE","false","0.0","a1WWD000002V39O2AS","","Exterior Glass (7xS450)","","21.0","","","0.0","0.0","","0.0","","","a23Hu000004TDdzIAG","CLA-BD-0004034"
"a1UWD000005gDei2AE","false","0.0","a1WWD000002V39O2AS","","General Conditions","","22.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe0IAG","CLA-BD-0004035"
"a1UWD000005gDej2AE","false","0.0","a1WWD000002V39O2AS","","O&P","","23.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe1IAG","CLA-BD-0004036"
"a1UWD000005gDek2AE","false","0.0","a1WWD000002V39O2AS","","Insurance","","24.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe2IAG","CLA-BD-0004037"
"a1UWD000005gDel2AE","false","0.0","a1WWD000002V39O2AS","","Millwork","","14.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe3IAG","CLA-BD-0004038"
"a1UWD000005gDem2AE","false","0.0","a1WWD000002V39O2AS","","Structural ( Entry Feature)","","15.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe4IAG","CLA-BD-0004039"
"a1UWD000005gDen2AE","false","0.0","a1WWD000002V39O2AS","","Concrete Fill In Plumbing Trenches","","16.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe5IAG","CLA-BD-0004040"
"a1UWD000005gDeo2AE","false","0.0","a1WWD000002V39O2AS","","Site Stripping (ADA)","","17.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe6IAG","CLA-BD-0004041"
"a1UWD000005gDep2AE","false","0.0","a1WWD000002V39O2AS","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe7IAG","CLA-BD-0004042"
"a1UWD000005gDeq2AE","false","0.0","a1WWD000002V39O2AS","","Roofing","","19.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe8IAG","CLA-BD-0004043"
"a1UWD000005gDer2AE","false","0.0","a1WWD000002V39O2AS","","Lights - LED","","20.0","","","0.0","0.0","","0.0","","","a23Hu000004TDe9IAG","CLA-BD-0004044"
"a1UWD000005gDes2AE","false","0.0","a1WWD000002V39O2AS","","Electrical and Low Voltage","","1.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeAIAW","CLA-BD-0004045"
"a1UWD000005gDet2AE","false","0.0","a1WWD000002V39O2AS","","Mechanical","","2.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeBIAW","CLA-BD-0004046"
"a1UWD000005gDeu2AE","false","0.0","a1WWD000002V39O2AS","","Plumbing","","3.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeCIAW","CLA-BD-0004047"
"a1UWD000005gDev2AE","false","0.0","a1WWD000002V39O2AS","","Painting (Interior and Exterior)","","4.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeDIAW","CLA-BD-0004048"
"a1UWD000005gDew2AE","false","0.0","a1WWD000002V39O2AS","","Flooring","","5.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeEIAW","CLA-BD-0004049"
"a1UWD000005gDex2AE","false","0.0","a1WWD000002V39O2AS","","Ceiling","","6.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeFIAW","CLA-BD-0004050"
"a1UWD000005gDey2AE","false","0.0","a1WWD000002V39O2AS","","Drywall and Framing","","7.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeGIAW","CLA-BD-0004051"
"a1UWD000005gDez2AE","false","0.0","a1WWD000002V39O2AS","","Doors & Hardware (SC w/ Metal Frame)","","8.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeHIAW","CLA-BD-0004052"
"a1UWD000005gDf02AE","false","0.0","a1WWD000002V38e2AC","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeIIAW","CLA-BD-0004053"
"a1UWD000005gDf12AE","false","0.0","a1WWD000002V39O2AS","","Demo","","9.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeJIAW","CLA-BD-0004054"
"a1UWD000005gDf22AE","false","0.0","a1WWD000002V39O2AS","","CMU - Stucco","","11.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeKIAW","CLA-BD-0004055"
"a1UWD000005gDf32AE","false","0.0","a1WWD000002V38e2AC","","Cabinets / Millwork","","88.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeLIAW","CLA-BD-0004056"
"a1UWD000005gDf42AE","false","0.0","a1WWD000002V38e2AC","","Lighting Fixtures","","85.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeMIAW","CLA-BD-0004057"
"a1UWD000005gDf52AE","false","0.0","a1WWD000002V38e2AC","","Corporate Decor Package Installation","","93.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeNIAW","CLA-BD-0004058"
"a1UWD000005gDf62AE","false","0.0","a1WWD000002V38e2AC","","100 ft secondary service","","84.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeOIAW","CLA-BD-0004059"
"a1UWD000005gDf72AE","false","0.0","a1WWD000002V38e2AC","","Fire Extinguishers","","87.0","","","0.0","0.0","","0.0","","","a23Hu000004TDePIAW","CLA-BD-0004060"
"a1UWD000005gDf82AE","false","0.0","a1WWD000002V38e2AC","","Caulking","","91.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeQIAW","CLA-BD-0004061"
"a1UWD000005gDf92AE","false","0.0","a1WWD000002V38e2AC","","Toilet Partitions","","89.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeRIAW","CLA-BD-0004062"
"a1UWD000005gDfA2AU","false","0.0","a1WWD000002V38e2AC","","Roofing","","59.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeSIAW","CLA-BD-0004063"
"a1UWD000005gDfB2AU","false","0.0","a1WWD000002V38e2AC","","Finish Carpentry Labor","","60.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeTIAW","CLA-BD-0004064"
"a1UWD000005gDfC2AU","false","0.0","a1WWD000002V38e2AC","","Rough Carpentry Labor","","61.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeUIAW","CLA-BD-0004065"
"a1UWD000005gDfD2AU","false","0.0","a1WWD000002V38e2AC","","Rough Carpentry Material","","62.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeVIAW","CLA-BD-0004066"
"a1UWD000005gDfE2AU","false","0.0","a1WWD000002V38e2AC","","Sheet Metal","","63.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeWIAW","CLA-BD-0004067"
"a1UWD000005gDfF2AU","false","0.0","a1WWD000002V38e2AC","","Insulation","","64.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeXIAW","CLA-BD-0004068"
"a1UWD000005gDfG2AU","false","0.0","a1WWD000002V38e2AC","","Glass & Glazing","","65.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeYIAW","CLA-BD-0004069"
"a1UWD000005gDfH2AU","false","0.0","a1WWD000002V38e2AC","","Drywall & Metal Studs","","66.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeZIAW","CLA-BD-0004070"
"a1UWD000005gDfI2AU","false","0.0","a1WWD000002V38e2AC","","Acoustic Tile","","67.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeaIAG","CLA-BD-0004071"
"a1UWD000005gDfJ2AU","false","0.0","a1WWD000002V38e2AC","","Painting","","68.0","","","0.0","0.0","","0.0","","","a23Hu000004TDebIAG","CLA-BD-0004072"
"a1UWD000005gDfK2AU","false","0.0","a1WWD000002V38e2AC","","Ceramic tile","","69.0","","","0.0","0.0","","0.0","","","a23Hu000004TDecIAG","CLA-BD-0004073"
"a1UWD000005gDfL2AU","false","0.0","a1WWD000002V38e2AC","","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","","0.0","","","a23Hu000004TDedIAG","CLA-BD-0004074"
"a1UWD000005gDfM2AU","false","0.0","a1WWD000002V38e2AC","","Misc. S.S.","","71.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeeIAG","CLA-BD-0004075"
"a1UWD000005gDfN2AU","false","0.0","a1WWD000002V38e2AC","","Toilet accessories","","72.0","","","0.0","0.0","","0.0","","","a23Hu000004TDefIAG","CLA-BD-0004076"
"a1UWD000005gDfO2AU","false","0.0","a1WWD000002V38e2AC","","GC Installed Items","","73.0","","","0.0","0.0","","0.0","","","a23Hu000004TDegIAG","CLA-BD-0004077"
"a1UWD000005gDfP2AU","false","0.0","a1WWD000002V38e2AC","","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","a23Hu000004TDehIAG","CLA-BD-0004078"
"a1UWD000005gDfQ2AU","false","0.0","a1WWD000002V38e2AC","","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeiIAG","CLA-BD-0004079"
"a1UWD000005gDfR2AU","false","0.0","a1WWD000002V38e2AC","","Plumbing","","76.0","","","0.0","0.0","","0.0","","","a23Hu000004TDejIAG","CLA-BD-0004080"
"a1UWD000005gDfS2AU","false","0.0","a1WWD000002V38e2AC","","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","a23Hu000004TDekIAG","CLA-BD-0004081"
"a1UWD000005gDfT2AU","false","0.0","a1WWD000002V38e2AC","","Metal Fab","","78.0","","","0.0","0.0","","0.0","","","a23Hu000004TDelIAG","CLA-BD-0004082"
"a1UWD000005gDfU2AU","false","0.0","a1WWD000002V38e2AC","","Cedar brackets","","79.0","","","0.0","0.0","","0.0","","","a23Hu000004TDemIAG","CLA-BD-0004083"
"a1UWD000005gDfV2AU","false","0.0","a1WWD000002V38e2AC","","Termite Treat","","80.0","","","0.0","0.0","","0.0","","","a23Hu000004TDenIAG","CLA-BD-0004084"
"a1UWD000005gDfW2AU","false","0.0","a1WWD000002V38e2AC","","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeoIAG","CLA-BD-0004085"
"a1UWD000005gDfX2AU","false","0.0","a1WWD000002V38e2AC","","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","a23Hu000004TDepIAG","CLA-BD-0004086"
"a1UWD000005gDfY2AU","false","0.0","a1WWD000002V38e2AC","","Power Management System","","83.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeqIAG","CLA-BD-0004087"
"a1UWD000005gDfZ2AU","false","0.0","a1WWD000002V38e2AC","","F.R.P. and marlite","","86.0","","","0.0","0.0","","0.0","","","a23Hu000004TDerIAG","CLA-BD-0004088"
"a1UWD000005gDfa2AE","false","0.0","a1WWD000002V38e2AC","","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","a23Hu000004TDesIAG","CLA-BD-0004089"
"a1UWD000005gDfb2AE","false","0.0","a1WWD000002V38e2AC","","Water to Property line","","2.0","","","0.0","0.0","","0.0","","","a23Hu000004TDetIAG","CLA-BD-0004090"
"a1UWD000005gDfc2AE","false","0.0","a1WWD000002V38e2AC","","Sewer to Property Line","","3.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeuIAG","CLA-BD-0004091"
"a1UWD000005gDfd2AE","false","0.0","a1WWD000002V38e2AC","","New electric service","","4.0","","","0.0","0.0","","0.0","","","a23Hu000004TDevIAG","CLA-BD-0004092"
"a1UWD000005gDfe2AE","false","0.0","a1WWD000002V38e2AC","","Power pole - new or relocate","","5.0","","","0.0","0.0","","0.0","","","a23Hu000004TDewIAG","CLA-BD-0004093"
"a1UWD000005gDff2AE","false","0.0","a1WWD000002V38e2AC","","Street light - new or relocate","","6.0","","","0.0","0.0","","0.0","","","a23Hu000004TDexIAG","CLA-BD-0004094"
"a1UWD000005gDfg2AE","false","0.0","a1WWD000002V38e2AC","","Telephone Pole","","7.0","","","0.0","0.0","","0.0","","","a23Hu000004TDeyIAG","CLA-BD-0004095"
"a1UWD000005gDfh2AE","false","0.0","a1WWD000002V38e2AC","","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","a23Hu000004TDezIAG","CLA-BD-0004096"
"a1UWD000005gDfi2AE","false","0.0","a1WWD000002V38e2AC","","Traffic signals - new or relocate","","9.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf0IAG","CLA-BD-0004097"
"a1UWD000005gDfj2AE","false","0.0","a1WWD000002V38e2AC","","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf1IAG","CLA-BD-0004098"
"a1UWD000005gDfk2AE","false","0.0","a1WWD000002V38e2AC","","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf2IAG","CLA-BD-0004099"
"a1UWD000005gDfl2AE","false","0.0","a1WWD000002V38e2AC","","New sidewalk","","12.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf3IAG","CLA-BD-0004100"
"a1UWD000005gDfm2AE","false","0.0","a1WWD000002V38e2AC","","New approaches","","13.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf4IAG","CLA-BD-0004101"
"a1UWD000005gDfn2AE","false","0.0","a1WWD000002V38e2AC","","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf5IAG","CLA-BD-0004102"
"a1UWD000005gDfo2AE","false","0.0","a1WWD000002V38e2AC","","Temp sidewalk","","15.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf6IAG","CLA-BD-0004103"
"a1UWD000005gDfp2AE","false","0.0","a1WWD000002V38e2AC","","Storm Drain","","16.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf7IAG","CLA-BD-0004104"
"a1UWD000005gDfq2AE","false","0.0","a1WWD000002V38e2AC","","Relocate Transformer","","17.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf8IAG","CLA-BD-0004105"
"a1UWD000005gDfr2AE","false","0.0","a1WWD000002V38e2AC","","Survey","","18.0","","","0.0","0.0","","0.0","","","a23Hu000004TDf9IAG","CLA-BD-0004106"
"a1UWD000005gDfs2AE","false","0.0","a1WWD000002V38e2AC","","Soils","","20.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfAIAW","CLA-BD-0004107"
"a1UWD000005gDft2AE","false","0.0","a1WWD000002V38e2AC","","Grade fill / cut","","21.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfBIAW","CLA-BD-0004108"
"a1UWD000005gDfu2AE","false","0.0","a1WWD000002V38e2AC","","Site Demolition","","22.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfCIAW","CLA-BD-0004109"
"a1UWD000005gDfv2AE","false","0.0","a1WWD000002V38e2AC","","Retaining wall","","23.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfDIAW","CLA-BD-0004110"
"a1UWD000005gDfw2AE","false","0.0","a1WWD000002V38e2AC","","Trash Enclosure","","24.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfEIAW","CLA-BD-0004111"
"a1UWD000005gDfx2AE","false","0.0","a1WWD000002V38e2AC","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfFIAW","CLA-BD-0004112"
"a1UWD000005gDfy2AE","false","0.0","a1WWD000002V38e2AC","","Storm Drain","","26.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfGIAW","CLA-BD-0004113"
"a1UWD000005gDfz2AE","false","0.0","a1WWD000002V38e2AC","","Concrete Sidewalks","","27.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfHIAW","CLA-BD-0004114"
"a1UWD000005gDg02AE","false","0.0","a1WWD000002V38e2AC","","Concrete light bases","","28.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfIIAW","CLA-BD-0004115"
"a1UWD000005gDg12AE","false","0.0","a1WWD000002V38e2AC","","Electrical site work/labor","","29.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfJIAW","CLA-BD-0004116"
"a1UWD000005gDg22AE","false","0.0","a1WWD000002V38e2AC","","Site Lighting Material","","30.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfKIAW","CLA-BD-0004117"
"a1UWD000005gDg32AE","false","0.0","a1WWD000002V38e2AC","","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfLIAW","CLA-BD-0004118"
"a1UWD000005gDg42AE","false","0.0","a1WWD000002V38e2AC","","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfMIAW","CLA-BD-0004119"
"a1UWD000005gDg52AE","false","0.0","a1WWD000002V38e2AC","","Telephone Underground","","33.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfNIAW","CLA-BD-0004120"
"a1UWD000005gDg62AE","false","0.0","a1WWD000002V38e2AC","","Concrete paving","","34.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfOIAW","CLA-BD-0004121"
"a1UWD000005gDg72AE","false","0.0","a1WWD000002V38e2AC","","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfPIAW","CLA-BD-0004122"
"a1UWD000005gDg82AE","false","0.0","a1WWD000002V38e2AC","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfQIAW","CLA-BD-0004123"
"a1UWD000005gDg92AE","false","0.0","a1WWD000002V38e2AC","","Bollard w/ Covers","","37.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfRIAW","CLA-BD-0004124"
"a1UWD000005gDgA2AU","false","0.0","a1WWD000002V38e2AC","","Fire Sprinkler Service","","38.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfSIAW","CLA-BD-0004125"
"a1UWD000005gDgB2AU","false","0.0","a1WWD000002V38e2AC","","Erosion & Dust Control","","39.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfTIAW","CLA-BD-0004126"
"a1UWD000005gDgC2AU","false","0.0","a1WWD000002V38e2AC","","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfUIAW","CLA-BD-0004127"
"a1UWD000005gDgD2AU","false","0.0","a1WWD000002V38e2AC","","Dumpster Approach","","41.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfVIAW","CLA-BD-0004128"
"a1UWD000005gDgE2AU","false","0.0","a1WWD000002V38e2AC","","Wheel stops","","42.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfWIAW","CLA-BD-0004129"
"a1UWD000005gDgF2AU","false","0.0","a1WWD000002V38e2AC","","Preasure Washing","","43.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfXIAW","CLA-BD-0004130"
"a1UWD000005gDgG2AU","false","0.0","a1WWD000002V38e2AC","","Service Yard Conc/CMU","","44.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfYIAW","CLA-BD-0004131"
"a1UWD000005gDgH2AU","false","0.0","a1WWD000002V38e2AC","","Barricades/Signs","","45.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfZIAW","CLA-BD-0004132"
"a1UWD000005gDgI2AU","false","0.0","a1WWD000002V38e2AC","","Signage","","46.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfaIAG","CLA-BD-0004133"
"a1UWD000005gDgJ2AU","false","0.0","a1WWD000002V38e2AC","","Misc.","","47.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfbIAG","CLA-BD-0004134"
"a1UWD000005gDgK2AU","false","0.0","a1WWD000002V38e2AC","","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfcIAG","CLA-BD-0004135"
"a1UWD000005gDgL2AU","false","0.0","a1WWD000002V38e2AC","","Building Concrete Material","","49.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfdIAG","CLA-BD-0004136"
"a1UWD000005gDgM2AU","false","0.0","a1WWD000002V38e2AC","","Building Concrete Labor","","50.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfeIAG","CLA-BD-0004137"
"a1UWD000005gDgN2AU","false","0.0","a1WWD000002V38e2AC","","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","","0.0","","","a23Hu000004TDffIAG","CLA-BD-0004138"
"a1UWD000005gDgO2AU","false","0.0","a1WWD000002V38e2AC","","Masonry/Building","","52.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfgIAG","CLA-BD-0004139"
"a1UWD000005gDgP2AU","false","0.0","a1WWD000002V38e2AC","","Structural Steel","","53.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfhIAG","CLA-BD-0004140"
"a1UWD000005gDgQ2AU","false","0.0","a1WWD000002V38e2AC","","Finish Lumber & Doors","","54.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfiIAG","CLA-BD-0004141"
"a1UWD000005gDgR2AU","false","0.0","a1WWD000002V38e2AC","","Metal Doors & Frames","","55.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfjIAG","CLA-BD-0004142"
"a1UWD000005gDgS2AU","false","0.0","a1WWD000002V38e2AC","","Wood Doors","","56.0","","","0.0","0.0","","0.0","","","a23Hu000004TDfkIAG","CLA-BD-0004143"
"a1UWD000005gDgT2AU","false","0.0","a1WWD000002V38e2AC","","Finish Hardware","","57.0","","","0.0","0.0","","0.0","","","a23Hu000004TDflIAG","CLA-BD-0004144"
