"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Category__c"
"a23bn000001w0RNAAY","false","CLA-BD-0000297","a25bn000002bxRNAAY","0.0","Erosion & Dust Control","","39.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RNAAY",""
"a23bn000001w0ROAAY","false","CLA-BD-0000298","a25bn000002bxRNAAY","0.0","Fire Hydrant","","40.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0ROAAY",""
"a23bn000001w0RPAAY","false","CLA-BD-0000299","a25bn000002bxRNAAY","0.0","Dumpster Approach","","41.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RPAAY",""
"a23bn000001w0RQAAY","false","CLA-BD-0000300","a25bn000002bxRNAAY","0.0","Wheel stops","","42.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RQAAY",""
"a23bn000001w0RRAAY","false","CLA-BD-0000301","a25bn000002bxRNAAY","0.0","Preasure Washing","","43.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RRAAY",""
"a23bn000001w0RSAAY","false","CLA-BD-0000302","a25bn000002bxRNAAY","0.0","Service Yard Conc/CMU","","44.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RSAAY",""
"a23bn000001w0RTAAY","false","CLA-BD-0000303","a25bn000002bxRNAAY","0.0","Barricades/Signs","","45.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RTAAY",""
"a23bn000001w0RUAAY","false","CLA-BD-0000304","a25bn000002bxRNAAY","0.0","Signage","","46.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RUAAY",""
"a23bn000001w0RVAAY","false","CLA-BD-0000305","a25bn000002bxRNAAY","0.0","Misc.","","47.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RVAAY",""
"a23bn000001w0RWAAY","false","CLA-BD-0000306","a25bn000002bxRNAAY","0.0","Building Demolition","","48.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RWAAY",""
"a23bn000001w0RXAAY","false","CLA-BD-0000307","a25bn000002bxRNAAY","0.0","Building Concrete Material","","49.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RXAAY",""
"a23bn000001w0RYAAY","false","CLA-BD-0000308","a25bn000002bxRNAAY","0.0","Building Concrete Labor","","50.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RYAAY",""
"a23bn000001w0RZAAY","false","CLA-BD-0000309","a25bn000002bxRNAAY","0.0","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RZAAY",""
"a23bn000001w0RaAAI","false","CLA-BD-0000310","a25bn000002bxRNAAY","0.0","Masonry/Building","","52.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RaAAI",""
"a23bn000001w0RbAAI","false","CLA-BD-0000311","a25bn000002bxRNAAY","0.0","Structural Steel","","53.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RbAAI",""
"a23bn000001w0RcAAI","false","CLA-BD-0000314","a25bn000002bxRNAAY","0.0","Wood Doors","","56.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RcAAI",""
"a23bn000001w0RdAAI","false","CLA-BD-0000312","a25bn000002bxRNAAY","0.0","Finish Lumber & Doors","","54.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RdAAI",""
"a23bn000001w0ReAAI","false","CLA-BD-0000313","a25bn000002bxRNAAY","0.0","Metal Doors & Frames","","55.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0ReAAI",""
"a23bn000001w0RfAAI","false","CLA-BD-0000315","a25bn000002bxRNAAY","0.0","Finish Hardware","","57.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RfAAI",""
"a23bn000001w0RgAAI","false","CLA-BD-0000316","a25bn000002bxRNAAY","0.0","Framing Labor","","58.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RgAAI",""
"a23bn000001w0RhAAI","false","CLA-BD-0000317","a25bn000002bxRNAAY","0.0","Misc.","","92.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RhAAI",""
"a23bn000001w0RiAAI","false","CLA-BD-0000318","a25bn000002bxRNAAY","0.0","Grade fill / cut","","21.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RiAAI",""
"a23bn000001w0RjAAI","false","CLA-BD-0000319","a25bn000002bxRNAAY","0.0","Site Demolition","","22.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RjAAI",""
"a23bn000001w0RkAAI","false","CLA-BD-0000320","a25bn000002bxRNAAY","0.0","Retaining wall","","23.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RkAAI",""
"a23bn000001w0RlAAI","false","CLA-BD-0000321","a25bn000002bxRNAAY","0.0","Trash Enclosure","","24.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RlAAI",""
"a23bn000001w0RmAAI","false","CLA-BD-0000322","a25bn000002bxRNAAY","0.0","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RmAAI",""
"a23bn000001w0RnAAI","false","CLA-BD-0000323","a25bn000002bxRNAAY","0.0","Storm Drain","","26.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RnAAI",""
"a23bn000001w0RoAAI","false","CLA-BD-0000324","a25bn000002bxRNAAY","0.0","Concrete Sidewalks","","27.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RoAAI",""
"a23bn000001w0RpAAI","false","CLA-BD-0000325","a25bn000002bxRNAAY","0.0","Concrete light bases","","28.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RpAAI",""
"a23bn000001w0RqAAI","false","CLA-BD-0000326","a25bn000002bxRNAAY","0.0","Electrical site work/labor","","29.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RqAAI",""
"a23bn000001w0RrAAI","false","CLA-BD-0000327","a25bn000002bxRNAAY","0.0","Site Lighting Material","","30.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RrAAI",""
"a23bn000001w0RsAAI","false","CLA-BD-0000328","a25bn000002bxRNAAY","0.0","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RsAAI",""
"a23bn000001w0RtAAI","false","CLA-BD-0000329","a25bn000002bxRNAAY","0.0","Plumbing sit work","","32.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RtAAI",""
"a23bn000001w0RuAAI","false","CLA-BD-0000330","a25bn000002bxRNAAY","0.0","Telephone Underground","","33.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RuAAI",""
"a23bn000001w0RvAAI","false","CLA-BD-0000331","a25bn000002bxRNAAY","0.0","Concrete paving","","34.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RvAAI",""
"a23bn000001w0RwAAI","false","CLA-BD-0000332","a25bn000002bxRNAAY","0.0","Asphalt paving & striping","","35.0","","","0.0","0.0","0.0","0.0","","","a23bn000001w0RwAAI",""
"a23bn000001w0RxAAI","false","CLA-BD-0000000","a25bn000002bxROAAY","0.0","Landscaping","","3.0","","","0.0","0.0","","0.0","","","a23bn000001w0RxAAI",""
"a23bn000001w0RyAAI","false","CLA-BD-0000001","a25bn000002bxROAAY","0.0","Bituminous Damproofing","","11.0","","","0.0","0.0","","0.0","","","a23bn000001w0RyAAI",""
"a23bn000001w0RzAAI","false","CLA-BD-0000002","a25bn000002bxROAAY","0.0","Linear Metal Ceilings","","19.0","","","0.0","0.0","","0.0","","","a23bn000001w0RzAAI",""
"a23bn000001w0S0AAI","false","CLA-BD-0000003","a25bn000002bxROAAY","0.0","Hydraulic Elevators","","24.0","","","0.0","0.0","","0.0","","","a23bn000001w0S0AAI",""
"a23bn000001w0S1AAI","false","CLA-BD-0000004","a25bn000002bxROAAY","0.0","Glass/Glazing","","15.0","","","0.0","0.0","","0.0","","","a23bn000001w0S1AAI",""
"a23bn000001w0S2AAI","false","CLA-BD-0000005","a25bn000002bxROAAY","0.0","General Conditions","","29.0","","","0.0","0.0","","0.0","","","a23bn000001w0S2AAI",""
"a23bn000001w0S3AAI","false","CLA-BD-0000006","a25bn000002bxROAAY","0.0","S & C Bond","","30.0","","","0.0","0.0","","0.0","","","a23bn000001w0S3AAI",""
"a23bn000001w0S4AAI","false","CLA-BD-0000007","a25bn000002bxROAAY","0.0","Rough Carpentry","","9.0","","","0.0","0.0","","0.0","","","a23bn000001w0S4AAI",""
"a23bn000001w0S5AAI","false","CLA-BD-0000008","a25bn000002bxROAAY","0.0","Finish Carpentry/Millwork","","10.0","","","0.0","0.0","","0.0","","","a23bn000001w0S5AAI",""
"a23bn000001w0S6AAI","false","CLA-BD-0000009","a25bn000002bxROAAY","0.0","HVAC","","27.0","","","0.0","0.0","","0.0","","","a23bn000001w0S6AAI",""
"a23bn000001w0S7AAI","false","CLA-BD-0000010","a25bn000002bxROAAY","0.0","Acoustical Ceilings","","18.0","","","0.0","0.0","","0.0","","","a23bn000001w0S7AAI",""
"a23bn000001w0S8AAI","false","CLA-BD-0000011","a25bn000002bxROAAY","0.0","Structural Steel","","8.0","","","0.0","0.0","","0.0","","","a23bn000001w0S8AAI",""
"a23bn000001w0S9AAI","false","CLA-BD-0000012","a25bn000002bxROAAY","0.0","Plumbing","","25.0","","","0.0","0.0","","0.0","","","a23bn000001w0S9AAI",""
"a23bn000001w0SAAAY","false","CLA-BD-0000013","a25bn000002bxROAAY","0.0","Fabric Awnings","","23.0","","","0.0","0.0","","0.0","","","a23bn000001w0SAAAY",""
"a23bn000001w0SBAAY","false","CLA-BD-0000014","a25bn000002bxROAAY","0.0","Doors/Frames/Hardware","","14.0","","","0.0","0.0","","0.0","","","a23bn000001w0SBAAY",""
"a23bn000001w0SCAAY","false","CLA-BD-0000015","a25bn000002bxROAAY","0.0","Unit Masonry","","7.0","","","0.0","0.0","","0.0","","","a23bn000001w0SCAAY",""
"a23bn000001w0SDAAY","false","CLA-BD-0000016","a25bn000002bxROAAY","0.0","Termite Control","","2.0","","","0.0","0.0","","0.0","","","a23bn000001w0SDAAY",""
"a23bn000001w0SEAAY","false","CLA-BD-0000017","a25bn000002bxROAAY","0.0","Fire Protection","","26.0","","","0.0","0.0","","0.0","","","a23bn000001w0SEAAY",""
"a23bn000001w0SFAAY","false","CLA-BD-0000018","a25bn000002bxROAAY","0.0","Joint Sealers","","13.0","","","0.0","0.0","","0.0","","","a23bn000001w0SFAAY",""
"a23bn000001w0SGAAY","false","CLA-BD-0000019","a25bn000002bxROAAY","0.0","Resilient and Carpet Flooring","","20.0","","","0.0","0.0","","0.0","","","a23bn000001w0SGAAY",""
"a23bn000001w0SHAAY","false","CLA-BD-0000020","a25bn000002bxROAAY","0.0","Building Excavator","","4.0","","","0.0","0.0","","0.0","","","a23bn000001w0SHAAY",""
"a23bn000001w0SIAAY","false","CLA-BD-0000021","a25bn000002bxROAAY","0.0","Painting","","21.0","","","0.0","0.0","","0.0","","","a23bn000001w0SIAAY",""
"a23bn000001w0SJAAY","false","CLA-BD-0000022","a25bn000002bxROAAY","0.0","Sitework","","1.0","","","0.0","0.0","","0.0","","","a23bn000001w0SJAAY",""
"a23bn000001w0SKAAY","false","CLA-BD-0000023","a25bn000002bxROAAY","0.0","Misc. Specialities","","22.0","","","0.0","0.0","","0.0","","","a23bn000001w0SKAAY",""
"a23bn000001w0SLAAY","false","CLA-BD-0000024","a25bn000002bxROAAY","0.0","Electrical","","28.0","","","0.0","0.0","","0.0","","","a23bn000001w0SLAAY",""
"a23bn000001w0SMAAY","false","CLA-BD-0000025","a25bn000002bxROAAY","0.0","Ceramic Tile","","17.0","","","0.0","0.0","","0.0","","","a23bn000001w0SMAAY",""
"a23bn000001w0SNAAY","false","CLA-BD-0000026","a25bn000002bxROAAY","0.0","Cast in Place Concrete","","5.0","","","0.0","0.0","","0.0","","","a23bn000001w0SNAAY",""
"a23bn000001w0SOAAY","false","CLA-BD-0000027","a25bn000002bxROAAY","0.0","Roofing &Sheetmetal Flashing","","12.0","","","0.0","0.0","","0.0","","","a23bn000001w0SOAAY",""
"a23bn000001w0SPAAY","false","CLA-BD-0000028","a25bn000002bxROAAY","0.0","Studs/Drywall/EIFS","","16.0","","","0.0","0.0","","0.0","","","a23bn000001w0SPAAY",""
"a23bn000001w0SQAAY","false","CLA-BD-0000029","a25bn000002bxROAAY","0.0","Tilt-Up Precast Concrete","","6.0","","","0.0","0.0","","0.0","","","a23bn000001w0SQAAY",""
"a23bn000001w0SRAAY","false","CLA-BD-0000030","a25bn000002bxROAAY","0.0","Change Orders","","36.0","","","0.0","0.0","","0.0","","","a23bn000001w0SRAAY",""
"a23bn000001w0SSAAY","false","CLA-BD-0000031","a25bn000002bxROAAY","0.0","Allowance - Precast Concrete Pane","","35.0","","","0.0","0.0","","0.0","","","a23bn000001w0SSAAY",""
"a23bn000001w0STAAY","false","CLA-BD-0000032","a25bn000002bxROAAY","0.0","Allowance - Drywall Support/Finishing","","34.0","","","0.0","0.0","","0.0","","","a23bn000001w0STAAY",""
"a23bn000001w0SUAAY","false","CLA-BD-0000033","a25bn000002bxROAAY","0.0","Fee","","31.0","","","0.0","0.0","","0.0","","","a23bn000001w0SUAAY",""
"a23bn000001w0SVAAY","false","CLA-BD-0000034","a25bn000002bxROAAY","0.0","Allowance - Add'l Steel Support","","33.0","","","0.0","0.0","","0.0","","","a23bn000001w0SVAAY",""
"a23bn000001w0SWAAY","false","CLA-BD-0000035","a25bn000002bxROAAY","0.0","Allowance - Mis Paving Earthwork","","32.0","","","0.0","0.0","","0.0","","","a23bn000001w0SWAAY",""
"a23bn000001w0SXAAY","false","CLA-BD-0000036","a25bn000002bxRPAAY","0.0","Exterior Glass (7xS450)","","21.0","","","0.0","0.0","","0.0","","","a23bn000001w0SXAAY",""
"a23bn000001w0SYAAY","false","CLA-BD-0000037","a25bn000002bxRPAAY","0.0","General Conditions","","22.0","","","0.0","0.0","","0.0","","","a23bn000001w0SYAAY",""
"a23bn000001w0SZAAY","false","CLA-BD-0000038","a25bn000002bxRPAAY","0.0","O&P","","23.0","","","0.0","0.0","","0.0","","","a23bn000001w0SZAAY",""
"a23bn000001w0SaAAI","false","CLA-BD-0000039","a25bn000002bxRPAAY","0.0","Insurance","","24.0","","","0.0","0.0","","0.0","","","a23bn000001w0SaAAI",""
"a23bn000001w0SbAAI","false","CLA-BD-0000040","a25bn000002bxRPAAY","0.0","Millwork","","14.0","","","0.0","0.0","","0.0","","","a23bn000001w0SbAAI",""
"a23bn000001w0ScAAI","false","CLA-BD-0000041","a25bn000002bxRPAAY","0.0","Structural ( Entry Feature)","","15.0","","","0.0","0.0","","0.0","","","a23bn000001w0ScAAI",""
"a23bn000001w0SdAAI","false","CLA-BD-0000042","a25bn000002bxRPAAY","0.0","Concrete Fill In Plumbing Trenches","","16.0","","","0.0","0.0","","0.0","","","a23bn000001w0SdAAI",""
"a23bn000001w0SeAAI","false","CLA-BD-0000043","a25bn000002bxRPAAY","0.0","Site Stripping (ADA)","","17.0","","","0.0","0.0","","0.0","","","a23bn000001w0SeAAI",""
"a23bn000001w0SfAAI","false","CLA-BD-0000044","a25bn000002bxRPAAY","0.0","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","","0.0","0.0","","0.0","","","a23bn000001w0SfAAI",""
"a23bn000001w0SgAAI","false","CLA-BD-0000045","a25bn000002bxRPAAY","0.0","Roofing","","19.0","","","0.0","0.0","","0.0","","","a23bn000001w0SgAAI",""
"a23bn000001w0ShAAI","false","CLA-BD-0000046","a25bn000002bxRPAAY","0.0","Lights - LED","","20.0","","","0.0","0.0","","0.0","","","a23bn000001w0ShAAI",""
"a23bn000001w0SiAAI","false","CLA-BD-0000047","a25bn000002bxRPAAY","0.0","Electrical and Low Voltage","","1.0","","","0.0","0.0","","0.0","","","a23bn000001w0SiAAI",""
"a23bn000001w0SjAAI","false","CLA-BD-0000048","a25bn000002bxRPAAY","0.0","Mechanical","","2.0","","","0.0","0.0","","0.0","","","a23bn000001w0SjAAI",""
"a23bn000001w0SkAAI","false","CLA-BD-0000049","a25bn000002bxRPAAY","0.0","Plumbing","","3.0","","","0.0","0.0","","0.0","","","a23bn000001w0SkAAI",""
"a23bn000001w0SlAAI","false","CLA-BD-0000050","a25bn000002bxRPAAY","0.0","Painting (Interior and Exterior)","","4.0","","","0.0","0.0","","0.0","","","a23bn000001w0SlAAI",""
"a23bn000001w0SmAAI","false","CLA-BD-0000051","a25bn000002bxRPAAY","0.0","Flooring","","5.0","","","0.0","0.0","","0.0","","","a23bn000001w0SmAAI",""
"a23bn000001w0SnAAI","false","CLA-BD-0000052","a25bn000002bxRPAAY","0.0","Ceiling","","6.0","","","0.0","0.0","","0.0","","","a23bn000001w0SnAAI",""
"a23bn000001w0SoAAI","false","CLA-BD-0000053","a25bn000002bxRPAAY","0.0","Drywall and Framing","","7.0","","","0.0","0.0","","0.0","","","a23bn000001w0SoAAI",""
"a23bn000001w0SpAAI","false","CLA-BD-0000054","a25bn000002bxRPAAY","0.0","Doors & Hardware (SC w/ Metal Frame)","","8.0","","","0.0","0.0","","0.0","","","a23bn000001w0SpAAI",""
"a23bn000001w0SqAAI","false","CLA-BD-0000060","a25bn000002bxRQAAY","0.0","Corporate Decor Package Installation","","93.0","","","0.0","0.0","","0.0","","","a23bn000001w0SqAAI",""
"a23bn000001w0SrAAI","false","CLA-BD-0000055","a25bn000002bxRPAAY","0.0","Demo","","9.0","","","0.0","0.0","","0.0","","","a23bn000001w0SrAAI",""
"a23bn000001w0SsAAI","false","CLA-BD-0000056","a25bn000002bxRPAAY","0.0","CMU - Stucco","","11.0","","","0.0","0.0","","0.0","","","a23bn000001w0SsAAI",""
"a23bn000001w0StAAI","false","CLA-BD-0000057","a25bn000002bxRQAAY","0.0","Cabinets / Millwork","","88.0","","","0.0","0.0","","0.0","","","a23bn000001w0StAAI",""
"a23bn000001w0SuAAI","false","CLA-BD-0000058","a25bn000002bxRQAAY","0.0","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","","0.0","","","a23bn000001w0SuAAI",""
"a23bn000001w0SvAAI","false","CLA-BD-0000059","a25bn000002bxRQAAY","0.0","Lighting Fixtures","","85.0","","","0.0","0.0","","0.0","","","a23bn000001w0SvAAI",""
"a23bn000001w0SwAAI","false","CLA-BD-0000061","a25bn000002bxRQAAY","0.0","100 ft secondary service","","84.0","","","0.0","0.0","","0.0","","","a23bn000001w0SwAAI",""
"a23bn000001w0SxAAI","false","CLA-BD-0000062","a25bn000002bxRQAAY","0.0","Fire Extinguishers","","87.0","","","0.0","0.0","","0.0","","","a23bn000001w0SxAAI",""
"a23bn000001w0SyAAI","false","CLA-BD-0000063","a25bn000002bxRQAAY","0.0","Caulking","","91.0","","","0.0","0.0","","0.0","","","a23bn000001w0SyAAI",""
"a23bn000001w0SzAAI","false","CLA-BD-0000064","a25bn000002bxRQAAY","0.0","Toilet Partitions","","89.0","","","0.0","0.0","","0.0","","","a23bn000001w0SzAAI",""
"a23bn000001w0T0AAI","false","CLA-BD-0000065","a25bn000002bxRQAAY","0.0","Roofing","","59.0","","","0.0","0.0","","0.0","","","a23bn000001w0T0AAI",""
"a23bn000001w0T1AAI","false","CLA-BD-0000066","a25bn000002bxRQAAY","0.0","Finish Carpentry Labor","","60.0","","","0.0","0.0","","0.0","","","a23bn000001w0T1AAI",""
"a23bn000001w0T2AAI","false","CLA-BD-0000067","a25bn000002bxRQAAY","0.0","Rough Carpentry Labor","","61.0","","","0.0","0.0","","0.0","","","a23bn000001w0T2AAI",""
"a23bn000001w0T3AAI","false","CLA-BD-0000068","a25bn000002bxRQAAY","0.0","Rough Carpentry Material","","62.0","","","0.0","0.0","","0.0","","","a23bn000001w0T3AAI",""
"a23bn000001w0T4AAI","false","CLA-BD-0000069","a25bn000002bxRQAAY","0.0","Sheet Metal","","63.0","","","0.0","0.0","","0.0","","","a23bn000001w0T4AAI",""
"a23bn000001w0T5AAI","false","CLA-BD-0000070","a25bn000002bxRQAAY","0.0","Insulation","","64.0","","","0.0","0.0","","0.0","","","a23bn000001w0T5AAI",""
"a23bn000001w0T6AAI","false","CLA-BD-0000071","a25bn000002bxRQAAY","0.0","Glass & Glazing","","65.0","","","0.0","0.0","","0.0","","","a23bn000001w0T6AAI",""
"a23bn000001w0T7AAI","false","CLA-BD-0000072","a25bn000002bxRQAAY","0.0","Drywall & Metal Studs","","66.0","","","0.0","0.0","","0.0","","","a23bn000001w0T7AAI",""
"a23bn000001w0T8AAI","false","CLA-BD-0000073","a25bn000002bxRQAAY","0.0","Acoustic Tile","","67.0","","","0.0","0.0","","0.0","","","a23bn000001w0T8AAI",""
"a23bn000001w0T9AAI","false","CLA-BD-0000074","a25bn000002bxRQAAY","0.0","Painting","","68.0","","","0.0","0.0","","0.0","","","a23bn000001w0T9AAI",""
"a23bn000001w0TAAAY","false","CLA-BD-0000075","a25bn000002bxRQAAY","0.0","Ceramic tile","","69.0","","","0.0","0.0","","0.0","","","a23bn000001w0TAAAY",""
"a23bn000001w0TBAAY","false","CLA-BD-0000076","a25bn000002bxRQAAY","0.0","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","","0.0","","","a23bn000001w0TBAAY",""
"a23bn000001w0TCAAY","false","CLA-BD-0000077","a25bn000002bxRQAAY","0.0","Misc. S.S.","","71.0","","","0.0","0.0","","0.0","","","a23bn000001w0TCAAY",""
"a23bn000001w0TDAAY","false","CLA-BD-0000078","a25bn000002bxRQAAY","0.0","Toilet accessories","","72.0","","","0.0","0.0","","0.0","","","a23bn000001w0TDAAY",""
"a23bn000001w0TEAAY","false","CLA-BD-0000079","a25bn000002bxRQAAY","0.0","GC Installed Items","","73.0","","","0.0","0.0","","0.0","","","a23bn000001w0TEAAY",""
"a23bn000001w0TFAAY","false","CLA-BD-0000080","a25bn000002bxRQAAY","0.0","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","a23bn000001w0TFAAY",""
"a23bn000001w0TGAAY","false","CLA-BD-0000081","a25bn000002bxRQAAY","0.0","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","","0.0","","","a23bn000001w0TGAAY",""
"a23bn000001w0THAAY","false","CLA-BD-0000082","a25bn000002bxRQAAY","0.0","Plumbing","","76.0","","","0.0","0.0","","0.0","","","a23bn000001w0THAAY",""
"a23bn000001w0TIAAY","false","CLA-BD-0000083","a25bn000002bxRQAAY","0.0","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","a23bn000001w0TIAAY",""
"a23bn000001w0TJAAY","false","CLA-BD-0000084","a25bn000002bxRQAAY","0.0","Metal Fab","","78.0","","","0.0","0.0","","0.0","","","a23bn000001w0TJAAY",""
"a23bn000001w0TKAAY","false","CLA-BD-0000085","a25bn000002bxRQAAY","0.0","Cedar brackets","","79.0","","","0.0","0.0","","0.0","","","a23bn000001w0TKAAY",""
"a23bn000001w0TLAAY","false","CLA-BD-0000086","a25bn000002bxRQAAY","0.0","Termite Treat","","80.0","","","0.0","0.0","","0.0","","","a23bn000001w0TLAAY",""
"a23bn000001w0TMAAY","false","CLA-BD-0000087","a25bn000002bxRQAAY","0.0","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","a23bn000001w0TMAAY",""
"a23bn000001w0TNAAY","false","CLA-BD-0000088","a25bn000002bxRQAAY","0.0","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","a23bn000001w0TNAAY",""
"a23bn000001w0TOAAY","false","CLA-BD-0000089","a25bn000002bxRQAAY","0.0","Power Management System","","83.0","","","0.0","0.0","","0.0","","","a23bn000001w0TOAAY",""
"a23bn000001w0TPAAY","false","CLA-BD-0000090","a25bn000002bxRQAAY","0.0","F.R.P. and marlite","","86.0","","","0.0","0.0","","0.0","","","a23bn000001w0TPAAY",""
"a23bn000001w0TQAAY","false","CLA-BD-0000091","a25bn000002bxRQAAY","0.0","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","a23bn000001w0TQAAY",""
"a23bn000001w0TRAAY","false","CLA-BD-0000092","a25bn000002bxRQAAY","0.0","Water to Property line","","2.0","","","0.0","0.0","","0.0","","","a23bn000001w0TRAAY",""
"a23bn000001w0TSAAY","false","CLA-BD-0000093","a25bn000002bxRQAAY","0.0","Sewer to Property Line","","3.0","","","0.0","0.0","","0.0","","","a23bn000001w0TSAAY",""
"a23bn000001w0TTAAY","false","CLA-BD-0000094","a25bn000002bxRQAAY","0.0","New electric service","","4.0","","","0.0","0.0","","0.0","","","a23bn000001w0TTAAY",""
"a23bn000001w0TUAAY","false","CLA-BD-0000095","a25bn000002bxRQAAY","0.0","Power pole - new or relocate","","5.0","","","0.0","0.0","","0.0","","","a23bn000001w0TUAAY",""
"a23bn000001w0TVAAY","false","CLA-BD-0000096","a25bn000002bxRQAAY","0.0","Street light - new or relocate","","6.0","","","0.0","0.0","","0.0","","","a23bn000001w0TVAAY",""
"a23bn000001w0TWAAY","false","CLA-BD-0000097","a25bn000002bxRQAAY","0.0","Telephone Pole","","7.0","","","0.0","0.0","","0.0","","","a23bn000001w0TWAAY",""
"a23bn000001w0TXAAY","false","CLA-BD-0000098","a25bn000002bxRQAAY","0.0","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","a23bn000001w0TXAAY",""
"a23bn000001w0TYAAY","false","CLA-BD-0000099","a25bn000002bxRQAAY","0.0","Traffic signals - new or relocate","","9.0","","","0.0","0.0","","0.0","","","a23bn000001w0TYAAY",""
"a23bn000001w0TZAAY","false","CLA-BD-0000100","a25bn000002bxRQAAY","0.0","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","a23bn000001w0TZAAY",""
"a23bn000001w0TaAAI","false","CLA-BD-0000101","a25bn000002bxRQAAY","0.0","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","a23bn000001w0TaAAI",""
"a23bn000001w0TbAAI","false","CLA-BD-0000102","a25bn000002bxRQAAY","0.0","New sidewalk","","12.0","","","0.0","0.0","","0.0","","","a23bn000001w0TbAAI",""
"a23bn000001w0TcAAI","false","CLA-BD-0000103","a25bn000002bxRQAAY","0.0","New approaches","","13.0","","","0.0","0.0","","0.0","","","a23bn000001w0TcAAI",""
"a23bn000001w0TdAAI","false","CLA-BD-0000104","a25bn000002bxRQAAY","0.0","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","a23bn000001w0TdAAI",""
"a23bn000001w0TeAAI","false","CLA-BD-0000105","a25bn000002bxRQAAY","0.0","Temp sidewalk","","15.0","","","0.0","0.0","","0.0","","","a23bn000001w0TeAAI",""
"a23bn000001w0TfAAI","false","CLA-BD-0000106","a25bn000002bxRQAAY","0.0","Storm Drain","","16.0","","","0.0","0.0","","0.0","","","a23bn000001w0TfAAI",""
"a23bn000001w0TgAAI","false","CLA-BD-0000107","a25bn000002bxRQAAY","0.0","Relocate Transformer","","17.0","","","0.0","0.0","","0.0","","","a23bn000001w0TgAAI",""
"a23bn000001w0ThAAI","false","CLA-BD-0000108","a25bn000002bxRQAAY","0.0","Survey","","18.0","","","0.0","0.0","","0.0","","","a23bn000001w0ThAAI",""
"a23bn000001w0TiAAI","false","CLA-BD-0000109","a25bn000002bxRQAAY","0.0","Soils","","20.0","","","0.0","0.0","","0.0","","","a23bn000001w0TiAAI",""
