"Id","OwnerId","IsDeleted","Name","nFORCE__Data__c","nFORCE__Icon__c","nFORCE__Is_Knockout__c","nFORCE__Is_Narrative__c","nFORCE__Parameters__c","nFORCE__Script_Resource_Eight__c","nFORCE__Script_Resource_Five__c","nFORCE__Script_Resource_Four__c","nFORCE__Script_Resource_Nine__c","nFORCE__Script_Resource_One__c","nFORCE__Script_Resource_Seven__c","nFORCE__Script_Resource_Six__c","nFORCE__Script_Resource_Ten__c","nFORCE__Script_Resource_Three__c","nFORCE__Script_Resource_Two__c","nFORCE__Stylesheet_Resource_Eight__c","nFORCE__Stylesheet_Resource_Five__c","nFORCE__Stylesheet_Resource_Four__c","nFORCE__Stylesheet_Resource_Nine__c","nFORCE__Stylesheet_Resource_One__c","nFORCE__Stylesheet_Resource_Seven__c","nFORCE__Stylesheet_Resource_Six__c","nFORCE__Stylesheet_Resource_Ten__c","nFORCE__Stylesheet_Resource_Three__c","nFORCE__Stylesheet_Resource_Two__c","nFORCE__Type__c","nFORCE__View__c","nFORCE__lookupKey__c","nFORCE__Is_Angular__c","nFORCE__Script_Resource_Eleven__c","nFORCE__Script_Resource_Fifteen__c","nFORCE__Script_Resource_Fourteen__c","nFORCE__Script_Resource_Thirteen__c","nFORCE__Script_Resource_Twelve__c"
"a2Jbn0000005sAeEAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42789903582195713","","","","","",""
"a2Jbn0000005s7JEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42790075979151715","","","","","",""
"a2Jbn0000005sBcEAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42798022555786111","","","","","",""
"a2Jbn0000005s93EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42803293325915742","","","","","",""
"a2Jbn0000005sB6EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42814141186251188","","","","","",""
"a2Jbn0000005s8qEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42816947800446363","","","","","",""
"a2Jbn0000005s8LEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42819794516069556","","","","","",""
"a2Jbn0000005s8hEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42826046966379174","","","","","",""
"a2Jbn0000005s71EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42830423129231727","","","","","",""
"a2Jbn0000005s88EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42850072414073091","","","","","",""
"a2Jbn0000005s7PEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42850467142348247","","","","","",""
"a2Jbn0000005sBAEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42851196473604813","","","","","",""
"a2Jbn0000005sAqEAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42853230338378250","","","","","",""
"a2Jbn0000005sB3EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42855854735269061","","","","","",""
"a2Jbn0000005s6IEAQ","005bn000003k2JdAAI","","LifeCycle.Default_Widget","","","","","","","","","","LLC_BI__default_widget_app","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps.sort(sortDates) --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.lastName&quot; /&gt; , &lt;span data-bind=&quot;text: originalActor.firstName&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.lastName&quot; /&gt; , &lt;span data-bind=&quot;text: assignedActor.firstName&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;script&gt; function sortDates(a,b){if(a.theDate()&lt;b.theDate()){return -1; }else if(Date.parse(a.theDate())&gt; Date.parse(b.theDate())) {return 1; }else {return 0; } } &lt;/script&gt; &lt;/table&gt;","42857101888453687","","","","","",""
"a2Jbn0000005sB1EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42857302320151476","","","","","",""
"a2Jbn0000005s6FEAQ","005bn000003k2JdAAI","","LifeCycle.Spread_Base","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","42858028696772567","","","","","",""
"a2Jbn0000005s72EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42862287111436589","","","","","",""
"a2Jbn0000005sAkEAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42869438810208977","","","","","",""
"a2Jbn0000005s7VEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42873298718413405","","","","","",""
"a2Jbn0000005s8sEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42876619653221529","","","","","",""
"a2Jbn0000005sAwEAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42877259381802739","","","","","",""
"a2Jbn0000005s7GEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42884670805237110","","","","","",""
"a2Jbn0000005s7fEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42888136599805245","","","","","",""
"a2Jbn0000005s7uEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42888391827823652","","","","","",""
"a2Jbn0000005s8tEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42892326271363792","","","","","",""
"a2Jbn0000005s8lEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42901356655891154","","","","","",""
"a2Jbn0000005s81EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42904888694908769","","","","","",""
"a2Jbn0000005s8ZEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42905882741040549","","","","","",""
"a2Jbn0000005s8QEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42911959688622334","","","","","",""
"a2Jbn0000005s7tEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42917311140598011","","","","","",""
"a2Jbn0000005s7KEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42918774139714568","","","","","",""
"a2Jbn0000005s8gEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42919279241020791","","","","","",""
"a2Jbn0000005s8nEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42923358956773671","","","","","",""
"a2Jbn0000005sB7EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42940137331848379","","","","","",""
"a2Jbn0000005s8pEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42940324802353302","","","","","",""
"a2Jbn0000005s8KEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42945444203394134","","","","","",""
"a2Jbn0000005s6YEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42957114667831082","","","","","",""
"a2Jbn0000005s76EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42960963247417303","","","","","",""
"a2Jbn0000005s92EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42965387831288249","","","","","",""
"a2Jbn0000005sBEEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42966859825274486","","","","","",""
"a2Jbn0000005s6SEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42966894519849347","","","","","",""
"a2Jbn0000005s6lEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42971378385436417","","","","","",""
"a2Jbn0000005sAyEAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42975351414933743","","","","","",""
"a2Jbn0000005s8NEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42979403119303387","","","","","",""
"a2Jbn0000005s6REAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42981778576826513","","","","","",""
"a2Jbn0000005sBBEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42993682320189290","","","","","",""
"a2Jbn0000005s7dEAA","005bn000003k2JdAAI","","LifeCycle.Spread_Base","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","42999423109191099","","","","","",""
"a2Jbn0000005s7qEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","42999938157668872","","","","","",""
"a2Jbn0000005s97EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkPAAU","","","","","",""
"a2Jbn0000005s98EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkQAAU","","","","","",""
"a2Jbn0000005s99EAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkRAAU","","","","","",""
"a2Jbn0000005s9AEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkSAAU","","","","","",""
"a2Jbn0000005s9BEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkTAAU","","","","","",""
"a2Jbn0000005s9CEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkUAAU","","","","","",""
"a2Jbn0000005s9DEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkVAAU","","","","","",""
"a2Jbn0000005s9EEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkWAAU","","","","","",""
"a2Jbn0000005s9FEAQ","005bn000003k2JdAAI","","LifeCycle.DebtSchedule","","","","","","","","LLC_BI__keymaster","","LLC_BI__debt_schedule_app","","","","LLC_BI__debt_schedule_models","LLC_BI__debt_schedule_viewModel","","","","","","","","","","","Knockout","","a05bn000003kCkXAAU","","","","","",""
"a2Jbn0000005s9GEAQ","005bn000003k2JdAAI","","LifeCycle.GlobalAnalysis","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;globalAnalysisPrintTemplate&#39; }&quot; /&gt;","a05bn000003kCkYAAU","","","","","",""
"a2Jbn0000005s9HEAQ","005bn000003k2JdAAI","","LifeCycle.Default_Widget","","","","","","","","","","LLC_BI__default_widget_app","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt;
    &lt;tr&gt;
        &lt;th&gt;Date&lt;/th&gt;
        &lt;th&gt;Assigned To&lt;/th&gt;
        &lt;th&gt;Actual Approver&lt;/th&gt;
        &lt;th&gt;Status&lt;/th&gt;
        &lt;th&gt;Comments&lt;/th&gt;
    &lt;/tr&gt;
    &lt;!-- ko foreach: approvalHistory --&gt;
    	&lt;!-- ko foreach: steps --&gt;
    		&lt;tr&gt;
		        &lt;td data-bind=&quot;dateText: theDate&quot; /&gt;
		        &lt;td&gt;
					&lt;span data-bind=&quot;text: originalActor.name&quot; /&gt;
		        &lt;/td&gt;
		        &lt;td&gt;
					&lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt; 
		        &lt;/td&gt;
		        &lt;td data-bind=&quot;text: status&quot; /&gt;
		        &lt;td data-bind=&quot;text: comments&quot; /&gt;
		    &lt;/tr&gt;
    	&lt;!-- /ko --&gt;
    &lt;!-- /ko --&gt;
&lt;/table&gt;","a05bn000003kCkZAAU","","","","","",""
"a2Jbn0000005s9LEAQ","005bn000003k2JdAAI","","LifeCycle.Spread_Base","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","a05bn000003kCkaAAE","","","","","",""
"a2Jbn0000005s6MEAQ","005bn000003k2JdAAI","","LifeCycle.Default_Widget","","","","","","","","","","LLC_BI__default_widget_app","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.name&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;/table&gt;","a05bn000003kCkbAAE","","","","","",""
"a2Jbn0000005s9MEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkcAAE","","","","","",""
"a2Jbn0000005s9NEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkdAAE","","","","","",""
"a2Jbn0000005s9QEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkeAAE","","","","","",""
"a2Jbn0000005s9IEAQ","005bn000003k2JdAAI","","LifeCycle.Spread_Base","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","a05bn000003kCkfAAE","","","","","",""
