"Id","IsDeleted","LLC_BI__Amount_Budgeted__c","LLC_BI__Budget__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","AutorabitExtId__c"
"a23bn000001w0SgAAI","false","0.0","a25bn000002bxRPAAY","","Roofing","","19.0","","","0.0","0.0","","0.0","","","a23bn000001w0SgAAI","CLA-BD-0000045","","","","","","","","",""
"a23bn000001w0ShAAI","false","0.0","a25bn000002bxRPAAY","","Lights - LED","","20.0","","","0.0","0.0","","0.0","","","a23bn000001w0ShAAI","CLA-BD-0000046","","","","","","","","",""
"a23bn000001w0SiAAI","false","0.0","a25bn000002bxRPAAY","","Electrical and Low Voltage","","1.0","","","0.0","0.0","","0.0","","","a23bn000001w0SiAAI","CLA-BD-0000047","","","","","","","","",""
"a23bn000001w0SjAAI","false","0.0","a25bn000002bxRPAAY","","Mechanical","","2.0","","","0.0","0.0","","0.0","","","a23bn000001w0SjAAI","CLA-BD-0000048","","","","","","","","",""
"a23bn000001w0SkAAI","false","0.0","a25bn000002bxRPAAY","","Plumbing","","3.0","","","0.0","0.0","","0.0","","","a23bn000001w0SkAAI","CLA-BD-0000049","","","","","","","","",""
"a23bn000001w0SlAAI","false","0.0","a25bn000002bxRPAAY","","Painting (Interior and Exterior)","","4.0","","","0.0","0.0","","0.0","","","a23bn000001w0SlAAI","CLA-BD-0000050","","","","","","","","",""
"a23bn000001w0SmAAI","false","0.0","a25bn000002bxRPAAY","","Flooring","","5.0","","","0.0","0.0","","0.0","","","a23bn000001w0SmAAI","CLA-BD-0000051","","","","","","","","",""
"a23bn000001w0SnAAI","false","0.0","a25bn000002bxRPAAY","","Ceiling","","6.0","","","0.0","0.0","","0.0","","","a23bn000001w0SnAAI","CLA-BD-0000052","","","","","","","","",""
"a23bn000001w0SoAAI","false","0.0","a25bn000002bxRPAAY","","Drywall and Framing","","7.0","","","0.0","0.0","","0.0","","","a23bn000001w0SoAAI","CLA-BD-0000053","","","","","","","","",""
"a23bn000001w0SpAAI","false","0.0","a25bn000002bxRPAAY","","Doors & Hardware (SC w/ Metal Frame)","","8.0","","","0.0","0.0","","0.0","","","a23bn000001w0SpAAI","CLA-BD-0000054","","","","","","","","",""
"a23bn000001w0SqAAI","false","0.0","a25bn000002bxRQAAY","","Corporate Decor Package Installation","","93.0","","","0.0","0.0","","0.0","","","a23bn000001w0SqAAI","CLA-BD-0000060","","","","","","","","",""
"a23bn000001w0SrAAI","false","0.0","a25bn000002bxRPAAY","","Demo","","9.0","","","0.0","0.0","","0.0","","","a23bn000001w0SrAAI","CLA-BD-0000055","","","","","","","","",""
"a23bn000001w0SsAAI","false","0.0","a25bn000002bxRPAAY","","CMU - Stucco","","11.0","","","0.0","0.0","","0.0","","","a23bn000001w0SsAAI","CLA-BD-0000056","","","","","","","","",""
"a23bn000001w0StAAI","false","0.0","a25bn000002bxRQAAY","","Cabinets / Millwork","","88.0","","","0.0","0.0","","0.0","","","a23bn000001w0StAAI","CLA-BD-0000057","","","","","","","","",""
"a23bn000001w0SuAAI","false","0.0","a25bn000002bxRQAAY","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","","0.0","","","a23bn000001w0SuAAI","CLA-BD-0000058","","","","","","","","",""
"a23bn000001w0SvAAI","false","0.0","a25bn000002bxRQAAY","","Lighting Fixtures","","85.0","","","0.0","0.0","","0.0","","","a23bn000001w0SvAAI","CLA-BD-0000059","","","","","","","","",""
"a23bn000001w0SwAAI","false","0.0","a25bn000002bxRQAAY","","100 ft secondary service","","84.0","","","0.0","0.0","","0.0","","","a23bn000001w0SwAAI","CLA-BD-0000061","","","","","","","","",""
"a23bn000001w0SxAAI","false","0.0","a25bn000002bxRQAAY","","Fire Extinguishers","","87.0","","","0.0","0.0","","0.0","","","a23bn000001w0SxAAI","CLA-BD-0000062","","","","","","","","",""
"a23bn000001w0SyAAI","false","0.0","a25bn000002bxRQAAY","","Caulking","","91.0","","","0.0","0.0","","0.0","","","a23bn000001w0SyAAI","CLA-BD-0000063","","","","","","","","",""
"a23bn000001w0SzAAI","false","0.0","a25bn000002bxRQAAY","","Toilet Partitions","","89.0","","","0.0","0.0","","0.0","","","a23bn000001w0SzAAI","CLA-BD-0000064","","","","","","","","",""
"a23bn000001w0T0AAI","false","0.0","a25bn000002bxRQAAY","","Roofing","","59.0","","","0.0","0.0","","0.0","","","a23bn000001w0T0AAI","CLA-BD-0000065","","","","","","","","",""
"a23bn000001w0T1AAI","false","0.0","a25bn000002bxRQAAY","","Finish Carpentry Labor","","60.0","","","0.0","0.0","","0.0","","","a23bn000001w0T1AAI","CLA-BD-0000066","","","","","","","","",""
"a23bn000001w0T2AAI","false","0.0","a25bn000002bxRQAAY","","Rough Carpentry Labor","","61.0","","","0.0","0.0","","0.0","","","a23bn000001w0T2AAI","CLA-BD-0000067","","","","","","","","",""
"a23bn000001w0T3AAI","false","0.0","a25bn000002bxRQAAY","","Rough Carpentry Material","","62.0","","","0.0","0.0","","0.0","","","a23bn000001w0T3AAI","CLA-BD-0000068","","","","","","","","",""
"a23bn000001w0T4AAI","false","0.0","a25bn000002bxRQAAY","","Sheet Metal","","63.0","","","0.0","0.0","","0.0","","","a23bn000001w0T4AAI","CLA-BD-0000069","","","","","","","","",""
"a23bn000001w0T5AAI","false","0.0","a25bn000002bxRQAAY","","Insulation","","64.0","","","0.0","0.0","","0.0","","","a23bn000001w0T5AAI","CLA-BD-0000070","","","","","","","","",""
"a23bn000001w0T6AAI","false","0.0","a25bn000002bxRQAAY","","Glass & Glazing","","65.0","","","0.0","0.0","","0.0","","","a23bn000001w0T6AAI","CLA-BD-0000071","","","","","","","","",""
"a23bn000001w0T7AAI","false","0.0","a25bn000002bxRQAAY","","Drywall & Metal Studs","","66.0","","","0.0","0.0","","0.0","","","a23bn000001w0T7AAI","CLA-BD-0000072","","","","","","","","",""
"a23bn000001w0T8AAI","false","0.0","a25bn000002bxRQAAY","","Acoustic Tile","","67.0","","","0.0","0.0","","0.0","","","a23bn000001w0T8AAI","CLA-BD-0000073","","","","","","","","",""
"a23bn000001w0T9AAI","false","0.0","a25bn000002bxRQAAY","","Painting","","68.0","","","0.0","0.0","","0.0","","","a23bn000001w0T9AAI","CLA-BD-0000074","","","","","","","","",""
"a23bn000001w0TAAAY","false","0.0","a25bn000002bxRQAAY","","Ceramic tile","","69.0","","","0.0","0.0","","0.0","","","a23bn000001w0TAAAY","CLA-BD-0000075","","","","","","","","",""
"a23bn000001w0TBAAY","false","0.0","a25bn000002bxRQAAY","","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","","0.0","","","a23bn000001w0TBAAY","CLA-BD-0000076","","","","","","","","",""
"a23bn000001w0TCAAY","false","0.0","a25bn000002bxRQAAY","","Misc. S.S.","","71.0","","","0.0","0.0","","0.0","","","a23bn000001w0TCAAY","CLA-BD-0000077","","","","","","","","",""
"a23bn000001w0TDAAY","false","0.0","a25bn000002bxRQAAY","","Toilet accessories","","72.0","","","0.0","0.0","","0.0","","","a23bn000001w0TDAAY","CLA-BD-0000078","","","","","","","","",""
"a23bn000001w0TEAAY","false","0.0","a25bn000002bxRQAAY","","GC Installed Items","","73.0","","","0.0","0.0","","0.0","","","a23bn000001w0TEAAY","CLA-BD-0000079","","","","","","","","",""
"a23bn000001w0TFAAY","false","0.0","a25bn000002bxRQAAY","","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","a23bn000001w0TFAAY","CLA-BD-0000080","","","","","","","","",""
"a23bn000001w0TGAAY","false","0.0","a25bn000002bxRQAAY","","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","","0.0","","","a23bn000001w0TGAAY","CLA-BD-0000081","","","","","","","","",""
"a23bn000001w0THAAY","false","0.0","a25bn000002bxRQAAY","","Plumbing","","76.0","","","0.0","0.0","","0.0","","","a23bn000001w0THAAY","CLA-BD-0000082","","","","","","","","",""
"a23bn000001w0TIAAY","false","0.0","a25bn000002bxRQAAY","","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","a23bn000001w0TIAAY","CLA-BD-0000083","","","","","","","","",""
"a23bn000001w0TJAAY","false","0.0","a25bn000002bxRQAAY","","Metal Fab","","78.0","","","0.0","0.0","","0.0","","","a23bn000001w0TJAAY","CLA-BD-0000084","","","","","","","","",""
"a23bn000001w0TKAAY","false","0.0","a25bn000002bxRQAAY","","Cedar brackets","","79.0","","","0.0","0.0","","0.0","","","a23bn000001w0TKAAY","CLA-BD-0000085","","","","","","","","",""
"a23bn000001w0TLAAY","false","0.0","a25bn000002bxRQAAY","","Termite Treat","","80.0","","","0.0","0.0","","0.0","","","a23bn000001w0TLAAY","CLA-BD-0000086","","","","","","","","",""
"a23bn000001w0TMAAY","false","0.0","a25bn000002bxRQAAY","","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","a23bn000001w0TMAAY","CLA-BD-0000087","","","","","","","","",""
"a23bn000001w0TNAAY","false","0.0","a25bn000002bxRQAAY","","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","a23bn000001w0TNAAY","CLA-BD-0000088","","","","","","","","",""
"a23bn000001w0TOAAY","false","0.0","a25bn000002bxRQAAY","","Power Management System","","83.0","","","0.0","0.0","","0.0","","","a23bn000001w0TOAAY","CLA-BD-0000089","","","","","","","","",""
"a23bn000001w0TPAAY","false","0.0","a25bn000002bxRQAAY","","F.R.P. and marlite","","86.0","","","0.0","0.0","","0.0","","","a23bn000001w0TPAAY","CLA-BD-0000090","","","","","","","","",""
"a23bn000001w0TQAAY","false","0.0","a25bn000002bxRQAAY","","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","a23bn000001w0TQAAY","CLA-BD-0000091","","","","","","","","",""
"a23bn000001w0TRAAY","false","0.0","a25bn000002bxRQAAY","","Water to Property line","","2.0","","","0.0","0.0","","0.0","","","a23bn000001w0TRAAY","CLA-BD-0000092","","","","","","","","",""
"a23bn000001w0TSAAY","false","0.0","a25bn000002bxRQAAY","","Sewer to Property Line","","3.0","","","0.0","0.0","","0.0","","","a23bn000001w0TSAAY","CLA-BD-0000093","","","","","","","","",""
"a23bn000001w0TTAAY","false","0.0","a25bn000002bxRQAAY","","New electric service","","4.0","","","0.0","0.0","","0.0","","","a23bn000001w0TTAAY","CLA-BD-0000094","","","","","","","","",""
"a23bn000001w0TUAAY","false","0.0","a25bn000002bxRQAAY","","Power pole - new or relocate","","5.0","","","0.0","0.0","","0.0","","","a23bn000001w0TUAAY","CLA-BD-0000095","","","","","","","","",""
"a23bn000001w0TVAAY","false","0.0","a25bn000002bxRQAAY","","Street light - new or relocate","","6.0","","","0.0","0.0","","0.0","","","a23bn000001w0TVAAY","CLA-BD-0000096","","","","","","","","",""
"a23bn000001w0TWAAY","false","0.0","a25bn000002bxRQAAY","","Telephone Pole","","7.0","","","0.0","0.0","","0.0","","","a23bn000001w0TWAAY","CLA-BD-0000097","","","","","","","","",""
"a23bn000001w0TXAAY","false","0.0","a25bn000002bxRQAAY","","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","a23bn000001w0TXAAY","CLA-BD-0000098","","","","","","","","",""
"a23bn000001w0TYAAY","false","0.0","a25bn000002bxRQAAY","","Traffic signals - new or relocate","","9.0","","","0.0","0.0","","0.0","","","a23bn000001w0TYAAY","CLA-BD-0000099","","","","","","","","",""
"a23bn000001w0TZAAY","false","0.0","a25bn000002bxRQAAY","","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","a23bn000001w0TZAAY","CLA-BD-0000100","","","","","","","","",""
"a23bn000001w0TaAAI","false","0.0","a25bn000002bxRQAAY","","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","a23bn000001w0TaAAI","CLA-BD-0000101","","","","","","","","",""
"a23bn000001w0TbAAI","false","0.0","a25bn000002bxRQAAY","","New sidewalk","","12.0","","","0.0","0.0","","0.0","","","a23bn000001w0TbAAI","CLA-BD-0000102","","","","","","","","",""
"a23bn000001w0TcAAI","false","0.0","a25bn000002bxRQAAY","","New approaches","","13.0","","","0.0","0.0","","0.0","","","a23bn000001w0TcAAI","CLA-BD-0000103","","","","","","","","",""
"a23bn000001w0TdAAI","false","0.0","a25bn000002bxRQAAY","","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","a23bn000001w0TdAAI","CLA-BD-0000104","","","","","","","","",""
"a23bn000001w0TeAAI","false","0.0","a25bn000002bxRQAAY","","Temp sidewalk","","15.0","","","0.0","0.0","","0.0","","","a23bn000001w0TeAAI","CLA-BD-0000105","","","","","","","","",""
"a23bn000001w0TfAAI","false","0.0","a25bn000002bxRQAAY","","Storm Drain","","16.0","","","0.0","0.0","","0.0","","","a23bn000001w0TfAAI","CLA-BD-0000106","","","","","","","","",""
"a23bn000001w0TgAAI","false","0.0","a25bn000002bxRQAAY","","Relocate Transformer","","17.0","","","0.0","0.0","","0.0","","","a23bn000001w0TgAAI","CLA-BD-0000107","","","","","","","","",""
"a23bn000001w0ThAAI","false","0.0","a25bn000002bxRQAAY","","Survey","","18.0","","","0.0","0.0","","0.0","","","a23bn000001w0ThAAI","CLA-BD-0000108","","","","","","","","",""
"a23bn000001w0TiAAI","false","0.0","a25bn000002bxRQAAY","","Soils","","20.0","","","0.0","0.0","","0.0","","","a23bn000001w0TiAAI","CLA-BD-0000109","","","","","","","","",""
"a23bn000001w0TjAAI","false","0.0","a25bn000002bxRQAAY","","Grade fill / cut","","21.0","","","0.0","0.0","","0.0","","","a23bn000001w0TjAAI","CLA-BD-0000110","","","","","","","","",""
"a23bn000001w0TkAAI","false","0.0","a25bn000002bxRQAAY","","Site Demolition","","22.0","","","0.0","0.0","","0.0","","","a23bn000001w0TkAAI","CLA-BD-0000111","","","","","","","","",""
"a23bn000001w0TlAAI","false","0.0","a25bn000002bxRQAAY","","Retaining wall","","23.0","","","0.0","0.0","","0.0","","","a23bn000001w0TlAAI","CLA-BD-0000112","","","","","","","","",""
"a23bn000001w0TmAAI","false","0.0","a25bn000002bxRQAAY","","Trash Enclosure","","24.0","","","0.0","0.0","","0.0","","","a23bn000001w0TmAAI","CLA-BD-0000113","","","","","","","","",""
"a23bn000001w0TnAAI","false","0.0","a25bn000002bxRQAAY","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","","0.0","","","a23bn000001w0TnAAI","CLA-BD-0000114","","","","","","","","",""
"a23bn000001w0ToAAI","false","0.0","a25bn000002bxRQAAY","","Storm Drain","","26.0","","","0.0","0.0","","0.0","","","a23bn000001w0ToAAI","CLA-BD-0000115","","","","","","","","",""
"a23bn000001w0TpAAI","false","0.0","a25bn000002bxRQAAY","","Concrete Sidewalks","","27.0","","","0.0","0.0","","0.0","","","a23bn000001w0TpAAI","CLA-BD-0000116","","","","","","","","",""
"a23bn000001w0TqAAI","false","0.0","a25bn000002bxRQAAY","","Concrete light bases","","28.0","","","0.0","0.0","","0.0","","","a23bn000001w0TqAAI","CLA-BD-0000117","","","","","","","","",""
"a23bn000001w0TrAAI","false","0.0","a25bn000002bxRQAAY","","Electrical site work/labor","","29.0","","","0.0","0.0","","0.0","","","a23bn000001w0TrAAI","CLA-BD-0000118","","","","","","","","",""
"a23bn000001w0TsAAI","false","0.0","a25bn000002bxRQAAY","","Site Lighting Material","","30.0","","","0.0","0.0","","0.0","","","a23bn000001w0TsAAI","CLA-BD-0000119","","","","","","","","",""
"a23bn000001w0TtAAI","false","0.0","a25bn000002bxRQAAY","","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","","0.0","","","a23bn000001w0TtAAI","CLA-BD-0000120","","","","","","","","",""
"a23bn000001w0TuAAI","false","0.0","a25bn000002bxRQAAY","","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","a23bn000001w0TuAAI","CLA-BD-0000121","","","","","","","","",""
"a23bn000001w0TvAAI","false","0.0","a25bn000002bxRQAAY","","Telephone Underground","","33.0","","","0.0","0.0","","0.0","","","a23bn000001w0TvAAI","CLA-BD-0000122","","","","","","","","",""
"a23bn000001w0TwAAI","false","0.0","a25bn000002bxRQAAY","","Concrete paving","","34.0","","","0.0","0.0","","0.0","","","a23bn000001w0TwAAI","CLA-BD-0000123","","","","","","","","",""
"a23bn000001w0TxAAI","false","0.0","a25bn000002bxRQAAY","","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","a23bn000001w0TxAAI","CLA-BD-0000124","","","","","","","","",""
"a23bn000001w0TyAAI","false","0.0","a25bn000002bxRQAAY","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","","0.0","","","a23bn000001w0TyAAI","CLA-BD-0000125","","","","","","","","",""
"a23bn000001w0TzAAI","false","0.0","a25bn000002bxRQAAY","","Bollard w/ Covers","","37.0","","","0.0","0.0","","0.0","","","a23bn000001w0TzAAI","CLA-BD-0000126","","","","","","","","",""
"a23bn000001w0U0AAI","false","0.0","a25bn000002bxRQAAY","","Fire Sprinkler Service","","38.0","","","0.0","0.0","","0.0","","","a23bn000001w0U0AAI","CLA-BD-0000127","","","","","","","","",""
"a23bn000001w0U1AAI","false","0.0","a25bn000002bxRQAAY","","Erosion & Dust Control","","39.0","","","0.0","0.0","","0.0","","","a23bn000001w0U1AAI","CLA-BD-0000128","","","","","","","","",""
"a23bn000001w0U2AAI","false","0.0","a25bn000002bxRQAAY","","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","a23bn000001w0U2AAI","CLA-BD-0000129","","","","","","","","",""
"a23bn000001w0U3AAI","false","0.0","a25bn000002bxRQAAY","","Dumpster Approach","","41.0","","","0.0","0.0","","0.0","","","a23bn000001w0U3AAI","CLA-BD-0000130","","","","","","","","",""
"a23bn000001w0U4AAI","false","0.0","a25bn000002bxRQAAY","","Wheel stops","","42.0","","","0.0","0.0","","0.0","","","a23bn000001w0U4AAI","CLA-BD-0000131","","","","","","","","",""
"a23bn000001w0U5AAI","false","0.0","a25bn000002bxRQAAY","","Preasure Washing","","43.0","","","0.0","0.0","","0.0","","","a23bn000001w0U5AAI","CLA-BD-0000132","","","","","","","","",""
"a23bn000001w0U6AAI","false","0.0","a25bn000002bxRQAAY","","Service Yard Conc/CMU","","44.0","","","0.0","0.0","","0.0","","","a23bn000001w0U6AAI","CLA-BD-0000133","","","","","","","","",""
"a23bn000001w0U7AAI","false","0.0","a25bn000002bxRQAAY","","Barricades/Signs","","45.0","","","0.0","0.0","","0.0","","","a23bn000001w0U7AAI","CLA-BD-0000134","","","","","","","","",""
"a23bn000001w0U8AAI","false","0.0","a25bn000002bxRQAAY","","Signage","","46.0","","","0.0","0.0","","0.0","","","a23bn000001w0U8AAI","CLA-BD-0000135","","","","","","","","",""
"a23bn000001w0U9AAI","false","0.0","a25bn000002bxRQAAY","","Misc.","","47.0","","","0.0","0.0","","0.0","","","a23bn000001w0U9AAI","CLA-BD-0000136","","","","","","","","",""
"a23bn000001w0UAAAY","false","0.0","a25bn000002bxRQAAY","","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","a23bn000001w0UAAAY","CLA-BD-0000137","","","","","","","","",""
"a23bn000001w0UBAAY","false","0.0","a25bn000002bxRQAAY","","Building Concrete Material","","49.0","","","0.0","0.0","","0.0","","","a23bn000001w0UBAAY","CLA-BD-0000138","","","","","","","","",""
"a23bn000001w0UCAAY","false","0.0","a25bn000002bxRQAAY","","Building Concrete Labor","","50.0","","","0.0","0.0","","0.0","","","a23bn000001w0UCAAY","CLA-BD-0000139","","","","","","","","",""
"a23bn000001w0UDAAY","false","0.0","a25bn000002bxRQAAY","","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","","0.0","","","a23bn000001w0UDAAY","CLA-BD-0000140","","","","","","","","",""
"a23bn000001w0UEAAY","false","0.0","a25bn000002bxRQAAY","","Masonry/Building","","52.0","","","0.0","0.0","","0.0","","","a23bn000001w0UEAAY","CLA-BD-0000141","","","","","","","","",""
"a23bn000001w0UFAAY","false","0.0","a25bn000002bxRQAAY","","Structural Steel","","53.0","","","0.0","0.0","","0.0","","","a23bn000001w0UFAAY","CLA-BD-0000142","","","","","","","","",""
"a23bn000001w0UGAAY","false","0.0","a25bn000002bxRQAAY","","Finish Lumber & Doors","","54.0","","","0.0","0.0","","0.0","","","a23bn000001w0UGAAY","CLA-BD-0000143","","","","","","","","",""
"a23bn000001w0UHAAY","false","0.0","a25bn000002bxRQAAY","","Metal Doors & Frames","","55.0","","","0.0","0.0","","0.0","","","a23bn000001w0UHAAY","CLA-BD-0000144","","","","","","","","",""
"a23bn000001w0UIAAY","false","0.0","a25bn000002bxRQAAY","","Wood Doors","","56.0","","","0.0","0.0","","0.0","","","a23bn000001w0UIAAY","CLA-BD-0000145","","","","","","","","",""
"a23bn000001w0UJAAY","false","0.0","a25bn000002bxRQAAY","","Finish Hardware","","57.0","","","0.0","0.0","","0.0","","","a23bn000001w0UJAAY","CLA-BD-0000146","","","","","","","","",""
"a23bn000001w0UKAAY","false","0.0","a25bn000002bxRQAAY","","Framing Labor","","58.0","","","0.0","0.0","","0.0","","","a23bn000001w0UKAAY","CLA-BD-0000147","","","","","","","","",""
"a23bn000001w0ULAAY","false","0.0","a25bn000002bxRQAAY","","Misc.","","92.0","","","0.0","0.0","","0.0","","","a23bn000001w0ULAAY","CLA-BD-0000148","","","","","","","","",""
"a238c0000054IjiAAE","false","","a258c000004VBK5AAO","","Pool Heater","","70.0","","","0.0","","","0.0","","","a6vjfw0gdpevhk7le1","CLA-BD-0008274","","","","","","","","",""
"a238c0000054IjjAAE","false","900.0","a258c000004VBCWAA4","","Impact Fees","","20.0","","","0.0","100.0","0.0486","900.0","","","aa1rxvglg1nridhprw","CLA-BD-0008275","","","","","","","","",""
"a238c0000054JIjAAM","false","","a258c000004VBKLAA4","Hard cost","Steel","","50.0","","","0.0","","","0.0","","","acgto5yetax8nntfyy","CLA-BD-0010219","","","","","","","","",""
"a238c0000054IjkAAE","false","","a258c000004VBCUAA4","Hard cost","HVAC","","180.0","","","0.0","","0.0","0.0","","","acuham84pddsx972tl","CLA-BD-0008276","","","","","","","","",""
"a238c0000054IjlAAE","false","2600.0","a258c000004VBCWAA4","","Taxes","","310.0","","","0.0","100.0","0.1405","2600.0","","","adgav8w4gnhl2u2dfl","CLA-BD-0008277","","","","","","","","",""
"a238c0000054JIkAAM","false","","a258c000004VBKJAA4","Hard cost","Landscaping","","214.0","","","0.0","","","0.0","","","akm397rb2d8icsq6hj","CLA-BD-0010220","","","","","","","","",""
"a238c0000054JIlAAM","false","","a258c000004VBKJAA4","Land cost","Offsite Expenses","","401.0","","","0.0","","","0.0","","","ap7r3cqe0lkhyrij4k","CLA-BD-0010221","","","","","","","","",""
"a238c0000054JImAAM","false","","a258c000004VBKLAA4","Hard cost","Painting","","210.0","","","0.0","","","0.0","","","ar8plteuzx8oha848y","CLA-BD-0010222","","","","","","","","",""
"a238c0000054IjmAAE","false","","a258c000004VBCWAA4","","Roof Shingles","","120.0","","","0.0","","0.0","0.0","","","ayge7t5nx7iwgqzb4c","CLA-BD-0008278","","","","","","","","",""
"a238c0000054JInAAM","false","31500.0","a258c000004VBKIAA4","","Interior Doors & Hardware","","100.0","0.0","","49.2063","50.7937","2.1","16000.0","","15500.0","azr47a62qlibp6z2wr","CLA-BD-0010223","","","","","","","","",""
"a238c0000054IjnAAE","false","","a258c000004VBCXAA4","Hard cost","HVAC","","180.0","","","0.0","","0.0","0.0","","","b3dr2clpmqmpejdiud","CLA-BD-0008279","","","","","","","","",""
"a238c0000054JIoAAM","false","","a258c000004VBKLAA4","Soft cost","Bonds & Insurance","","6.0","","","0.0","","","0.0","","","b5uuuv5zta84b8s4oy","CLA-BD-0010224","","","","","","","","",""
"a238c0000054JIpAAM","false","900.0","a258c000004VBKLAA4","Soft cost","Impact Fees","","20.0","","","0.0","100.0","","900.0","","","b9ktu18qt5xkvaxgrz","CLA-BD-0010225","","","","","","","","",""
"a238c0000054JIqAAM","false","1200.0","a258c000004VBKIAA4","","Permits / Fees","","10.0","1000.0","","0.0","16.6667","0.08","200.0","","0.0","baa084fih40v8bgpca","CLA-BD-0010226","","","","","","","","",""
"a238c0000054IjoAAE","false","15000.0","a258c000004VBCUAA4","Hard cost","Contingency - Hard Costs","","400.0","","","0.0","100.0","1.0","15000.0","","0.0","bcqr9gtck55rere3ed","CLA-BD-0008280","","","","","","","","",""
"a238c0000054JIrAAM","false","65000.0","a258c000004VBK4AAO","","Steel","","50.0","","","0.0","100.0","4.3333","65000.0","","","beszw31rmomett8e94","CLA-BD-0010227","","","","","","","","",""
"a238c0000054JIsAAM","false","850.0","a258c000004VBKMAA4","Soft cost","Surveys","","11.0","","","0.0","100.0","","850.0","","","buoaa5b5yyndl8waa8","CLA-BD-0010228","","","","","","","","",""
"a238c0000054JItAAM","false","","a258c000004VBKJAA4","Soft cost","Water & Sewer Inspection","","506.0","","","0.0","","","0.0","","","bxlopbvf3wjemul196","CLA-BD-0010229","","","","","","","","",""
"a238c000005VvjRAAS","false","","a258c000002D5uQAAS","","Pool Heater","","70.0","","","0.0","","","0.0","","","c1pz8ypjggmemn7nso","CLA-BD-0001902","","","","","","","","",""
"a238c0000054JIuAAM","false","","a258c000004VBKJAA4","Hard cost","Flooring","","206.0","","","0.0","","","0.0","","","c7qdq9bf58hrwpwry5","CLA-BD-0010230","","","","","","","","",""
"a238c0000054JIvAAM","false","","a258c000004VBKMAA4","Interest reserve","Reserves","","10.0","","","0.0","","","0.0","","","c923sre294hpkld97a","CLA-BD-0010231","","","","","","","","",""
"a238c0000054JIwAAM","false","","a258c000004VBKMAA4","Hard cost","Asphalt / Driveway","","270.0","","","0.0","","","0.0","","","cccvwhsi4zq1j07i5d","CLA-BD-0010232","","","","","","","","",""
"a238c0000054JIxAAM","false","","a258c000004VBKLAA4","Hard cost","Plumbing","","150.0","","","0.0","","","0.0","","","chkppoegaythulrcyz","CLA-BD-0010233","","","","","","","","",""
"a238c0000054IjpAAE","false","","a258c000004VBCUAA4","Hard cost","Insulation","","190.0","","","0.0","","0.0","0.0","","","cpz3arxbxcbxbkb1ph","CLA-BD-0008281","","","","","","","","",""
"a238c0000054IjqAAE","false","","a258c000004VBCWAA4","","Exterior Doors","","90.0","","","0.0","","0.0","0.0","","","cwdzvz680erh4iwk7z","CLA-BD-0008282","","","","","","","","",""
"a238c0000054JIyAAM","false","","a258c000004VBKKAA4","Hard cost","HVAC","","204.0","","","0.0","","","0.0","","","czf39f7dgy4yhsqwik","CLA-BD-0010234","","","","","","","","",""
"a238c0000054JIzAAM","false","","a258c000004VBKJAA4","Land cost","Land Cost","","400.0","","","0.0","","","0.0","","","czym7aj6y69h94mtph","CLA-BD-0010235","","","","","","","","",""
"a238c0000054JJ0AAM","false","3400.0","a258c000004VBKKAA4","Soft cost","Insurance","","240.0","","","0.0","100.0","","3400.0","","","d4o8izpq625285jw4e","CLA-BD-0010236","","","","","","","","",""
"a238c0000054IjrAAE","false","","a258c000004VBCVAA4","","Electrical","","160.0","","","0.0","","0.0","0.0","","","d7mmy89z7fil19zuzj","CLA-BD-0008283","","","","","","","","",""
"a238c0000054JJ1AAM","false","","a258c000004VBKKAA4","Soft cost","Appraisal","","503.0","","","0.0","","","0.0","","","dcvly3urh9vh8tl1ki","CLA-BD-0010237","","","","","","","","",""
