"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nPortal__Portal_Header_Text__c","nFORCE__Taxonomy_Id__c","nPortal__Portal_Icon_Path__c","nFORCE__Parameters__c","nPortal__Portal_Subheader_Text__c","nPortal__Search_Object_Filter__c","nPortal__Search_Object_Type__c","nPortal__Search_Results_Fieldset__c","nPortal__Search_Select_Active_Text__c","nFORCE__Body_Type__c","nFORCE__Description__c","nPortal__Search_Select_Text__c"
"a2Ebn000000CRJZEA4","005bn000003k2JdAAI","","Details","ind-connected-relationship-details","llc_bi__relationship_details_app","","","false","nforce__navigation","","","a2Gbn000000hce0EAA","nforce__sub_navigation","","nforce__nctopbar","42268819894039100","","ind-connected-relationship-details","","","","","","","","","",""
"a2Ebn000000CROdEAO","005bn000003k2JdAAI","","Forms Gen","action-tm-forms-gen","llc_bi__tmo_forms_gen_redirect","","","false","nforce__blank","","","","nforce__blank","","nforce__blank","42268915385195300","","action-tm-forms-gen","","","","","","","","","",""
"a2Ebn000000CRKYEA4","005bn000003k2JdAAI","","Relationships","unidoc-Account","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","3.0","","","nforce__sub_navigation","","nforce__topbar","42271426899118300","","unidoc-Account","","","","","","","","","",""
"a2Ebn000000CRLqEAO","005bn000003k2JdAAI","","Risk Ratings","risk-rating","nforce__korelatedtable","","n-icon-risk_grading","false","nforce__navigation","","","a2Gbn000000hcevEAA","nforce__sub_navigation","","nforce__topbar","42274464072809700","","risk-rating","","","","","","","","","",""
"a2Ebn000000ECG6EAO","005bn000003k2JdAAI","","Add Beneficiaries","dep-add-beneficiary","nPORTAL__MultiRecordForm","","","false","nPORTAL__ApplicationNavigation","","","a2Gbn000000mZAGEA2","","","nPORTAL__LoanTopbar","42275797214723875","Add Beneficiaries","dep-add-beneficiary","utility-sprite/svg/symbols.svg#adduser","","Add up to 4 beneficiaries for this deposit account.","","","","","","",""
"a2Ebn000000CRH0EAO","005bn000003kBWnAAM","","Fee Summary","heloc-fee-summary","nretail__blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42278341720513800","","heloc-fee-summary","","","","","","","","","",""
"a2Ebn000000CRNhEAO","005bn000003k2JdAAI","","Review Detail","pp-tn-review-detail-m","nforce__ncdatagrid","","","false","nforce__navigation","","","a2Gbn000000hcfjEAA","nforce__sub_navigation","","nforce__topbar","42280836593795200","","pp-tn-review-detail-m","","","","","","","","","",""
"a2Ebn000000ECHyEAO","005bn000003k2JdAAI","","Account Funding","account-funding-business","NPORTAL__FundAccount","","","false","NPORTAL__ApplicationNavigation","","","","","","NPORTAL__LoanTopbar","42281338584974507","Fund Your Account","","custom-sprite/svg/symbols.svg#custom41","","Choose your preferred funding method and funding amount.","","","","","","",""
"a2Ebn000000CRKQEA4","005bn000003k2JdAAI","","Account Structure & Roles","pc-account-structure-and-roles","llc_bi__multitierinvolvement","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42282693176971200","","pc-account-structure-and-roles","","","","","","","","","",""
"a2Ebn000000CRGrEAO","005bn000003kBWnAAM","","Application","heloc-loan-detail","nretail__applicationdetails","","n-icon-loan","false","nFORCE__navigation","","","a2Gbn000000hcd9EAA","nFORCE__Blank","","nretail__summaryheadertopbar","42283553070953700","","heloc-loan-detail","","","","","","","","","",""
"a2Ebn000000CRGPEA4","005bn000003kBWfAAM","","Product Package","checklist-product-package-admin","ncino__checklistadmin","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42287377173260600","","checklist-product-package-admin","","sObjectType=LLC_BI__Product_Package__c","","","","","","","",""
"a2Ebn000000CRN6EAO","005bn000003kBWeAAM","","System Properties","tool-system-property-editor","nforce__system_property_editor_app","","n-icon-settings","false","nforce__navigation","","","a2Gbn000000hcbWEAQ","nforce__sub_navigation","","nforce__topbar","42288198994505400","","tool-system-property-editor","","","","","","","","","",""
"a2Ebn000000ECG1EAO","005bn000003k2JdAAI","","Verification","dep-eid-owner","NPORTAL__PortalEIDVerification","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","NPORTAL__LoanTopbar","42289054928202481","Let's verify your identity","dep-eid-owner","utility-sprite/svg/symbols.svg#check","","This protects you, and us, from identity fraud.","","","","","","",""
"a2Ebn000000CRO1EAO","005bn000003k2JdAAI","","Draws & Disbursements","draw-disbursements","llc_bi__draw_history_app","","","false","nforce__navigation","","","a2Gbn000000hcfoEAA","nforce__sub_navigation","","nforce__topbar","42290329299160500","","draw-disbursements","","","","","","","","","",""
"a2Ebn000000DJt0EAG","005bn000003k2JdAAI","","Generate Pricing Options","small-business-loan-ui-generate-pricing-options","nretail__automatedunderwriting","","n-icon-analyze","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","42291681574166962","","retail-loan-ui-run-automated-underwriting","","","","","","","","","",""
"a2Ebn000000COF5EAO","005bn000003kBWiAAM","","Document Preparation","doc-prep","nfuse__docpreplandingpage","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42294044000495700","","doc-prep","","","","","","","","","",""
"a2Ebn000000CRLgEAO","005bn000003k2JdAAI","","Opportunities","relationship-opportunity","nforce__ncrelatedlist","","n-icon-more","false","nforce__inline_navigation","","","a2Gbn000000hcenEAA","nforce__sub_navigation","","nforce__topbar","42294392440851000","","relationship-opportunity","","","","","","","","","",""
"a2Ebn000000CRMlEAO","005bn000003k2JdAAI","","Covenants","covenants-m","llc_bi__loancovenantrelatedlist","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42295403984357700","","covenants-m","","","","","","","","","",""
"a2Ebn000000CRJVEA4","005bn000003k2JdAAI","","Documents","ind-documents","llc_bi__retail_customer_creation_docman","","","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__nctopbar","42297037326056100","","ind-documents","","","","","","","","","",""
"a2Ebn000000CRKNEA4","005bn000003k2JdAAI","","Account Due Diligence","pc-kyc","llc_bi__questionnaire_deposit_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42300907063224500","","pc-kyc","","","","","","","","","",""
"a2Ebn000000COGCEA4","005bn000003k2JdAAI","","Fees","loan-fees","","","n-icon-fees","false","","","","","","","","42302914449257200","","loan-fees","","","","","","","","","",""
"a2Ebn000000CRJkEAO","005bn000003k2JdAAI","","Connected Relationships","bus-add-connected-relationships","llc_bi__relationship_type_connection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42303242292723900","","bus-add-connected-relationships","","","","","","","","","",""
"a2Ebn000000CRHIEA4","005bn000003kBWnAAM","","Offers","sbl-offer","nretail__offers","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__Blank","","nretail__summaryheadertopbar","42304159397042900","","sbl-offer","","","","","","","","","",""
"a2Ebn000000CRJgEAO","005bn000003k2JdAAI","","Relationship Search","bus-relationship-search","llc_bi__relationship_search_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__nctopbar","42304767271206300","","bus-relationship-search","","","","","","","","","",""
"a2Ebn000000CRNzEAO","005bn000003k2JdAAI","","Draws & Disbursements","draw","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42306551685935700","","draw","","","","","","","","","",""
"a2Ebn000000CRLlEAO","005bn000003k2JdAAI","","Referrals","relationship-referral-information","nforce__ncrelatedlist","","n-icon-referral","false","nforce__inline_navigation","","","a2Gbn000000hceqEAA","nforce__sub_navigation","","nforce__topbar","42309221871985500","","relationship-referral-information","","","","","","","","","",""
"a2Ebn000000CRNCEA4","005bn000003k2JdAAI","","Loan Compliance","compliance-2017","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42309360786709900","","compliance-2017","","","","","","","","","",""
"a2Ebn000000CRNPEA4","005bn000003k2JdAAI","","Product Package Details","dashboard-pp-sn-details","nforce__ncdatagrid","","","false","nforce__navigation","","","a2Gbn000000hcfhEAA","nforce__sub_navigation","","nforce__topbar","42314518821945900","","dashboard-pp-sn-details","","","","","","","","","",""
"a2Ebn000000CRMBEA4","005bn000003k2JdAAI","","Business Acquisition","sba-form-19204-m","nforce__ncdatagrid","","n-icon-misc5","false","nforce__navigation","","","a2Gbn000000hcfBEAQ","nforce__sub_navigation","","nforce__topbar","42314911746926700","","sba-form-19204-m","","","","","","","","","",""
"a2Ebn000000CRKLEA4","005bn000003k2JdAAI","","Product Details","pc-product-details","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42315220753414600","","pc-product-details","","","","","","","","","",""
"a2Ebn000000CRN1EAO","005bn000003k2JdAAI","","Borrowing Structure","borrowing-structure-m","llc_bi__multitierinvolvement","","n-icon-relationship","false","nforce__navigation","","","a2Gbn000000hcdDEAQ","nforce__sub_navigation","","nforce__topbar","42317342979000400","","borrowing-structure-m","","","","","","","","","",""
"a2Ebn000000CRFqEAO","005bn000003k2JdAAI","","Loan Facilities","pp-tn-loan-facilities","llc_bi__prodpkguifacilitiesallpage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42321976150583600","","pp-tn-loan-facilities","","","","","","","","","",""
"a2Ebn000000CRI1EAO","005bn000003k2JdAAI","","Create Risk Rating","action-risk-rating-selector-loan","llc_bi__loanriskratingselector","","n-icon-risk_grading","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42324116248571500","","action-risk-rating-selector-loan","","","","","","","","","",""
"a2Ebn000000COFSEA4","005bn000003k2JdAAI","","Total Exposure Admin","total-exposure-admin","llc_bi__totalexposureadmin","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42325086923993100","","total-exposure-admin","","","","","","","","","",""
"a2Ebn000000CRL5EAO","005bn000003k2JdAAI","","Book to Servicing System","action-book-servicing-system","","","n-icon-booked","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42327357405093400","","action-book-servicing-system","","","","","","","","","",""
"a2Ebn000000CRIdEAO","005bn000003k2JdAAI","","Test Action Tab 1","tmmcr-Treasury00(TestActionTab1)-00","","","","false","","","","","","","","42329437058403800","","tmmcr-Treasury00(TestActionTab1)-00","","","","","","","","","",""
"a2Ebn000000CRILEA4","005bn000003k2JdAAI","","Next Steps","sbl-secured-next-steps-other","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","NPORTAL__LoanTopbar","42329879635053100","","sbl-secured-next-steps-other","","","","","","","","","",""
"a2Ebn000000COFAEA4","005bn000003k2JdAAI","","Verifications Checklist","verify-credit-checklist","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42330113915726800","","verify-credit-checklist","","","","","","","","","",""
"a2Ebn000000CRK3EAO","005bn000003k2JdAAI","","Documents","loan-ind-connected-documents","llc_bi__retail_customer_creation_docman","","","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__nctopbar","42332114247139610","","loan-ind-connected-documents","","","","","","","","","",""
"a2Ebn000000CRNNEA4","005bn000003k2JdAAI","","Memo Details","memo-details","llc_bi__memo_details","","","false","nforce__navigation","","","a2Gbn000000hcfgEAA","nforce__sub_navigation","","llc_bi__nctopbar","42333010438379100","","memo-details","","","","","","","","","",""
"a2Ebn000000CRLBEA4","005bn000003k2JdAAI","","Send to Doc Prep","action-send-to-doc-prep","llclp__laserpro_review","","n-icon-misc","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42336008698778500","","action-send-to-doc-prep","","","","","","","","","",""
"a2Ebn000000CROeEAO","005bn000003k2JdAAI","","Booked Details","loan-detail-booked","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcfuEAA","nforce__sub_navigation","","nforce__topbar","42336795324258800","","loan-detail-booked","","","","","","","","","",""
"a2Ebn000000CRKgEAO","005bn000003k2JdAAI","","Key Dates","key-dates","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hceAEAQ","nforce__sub_navigation","","nforce__topbar","42338076987534100","","key-dates","","","","","","","","","",""
"a2Ebn000000CRNdEAO","005bn000003k2JdAAI","","Treasury Services","pp-sn-treasury-services-m","llc_bi__prodpkguitreasuryservicespage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42340167098926400","","pp-sn-treasury-services-m","","","","","","","","","",""
"a2Ebn000000CRKFEA4","005bn000003k2JdAAI","","Details","loan-bus-connected-relationship-details","llc_bi__relationship_details_app","","","false","nforce__navigation","","","a2Gbn000000hce1EAA","nforce__sub_navigation","","nforce__nctopbar","42343861504726437","","loan-bus-connected-relationship-details","","","","","","","","","",""
"a2Ebn000000CRGZEA4","005bn000003kBWnAAM","","Documents","veh-document","nDOC__UniversalDocman","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nretail__summaryheadertopbar","42344594926211800","","veh-document","","","","","","","","","",""
"a2Ebn000000COFvEAO","005bn000003k2JdAAI","","Entity Compliance","hmda-entity-compliance-2017","llc_bi__hmda_entity_compliance","","n-icon-hmda","false","nforce__navigation","","","a2Gbn000000hccpEAA","nforce__sub_navigation","","nforce__topbar","42346585589816800","","hmda-entity-compliance-2017","","","","","","","","","",""
"a2Ebn000000CRHpEAO","005bn000003kBWgAAM","","Pro Forma Templates","spreads-configuration-projections","nCRED__spreadprojectionsadministration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42348675738556400","","spreads-configuration-projections","","","","","","","","","",""
"a2Ebn000000CRN4EAO","005bn000003k2JdAAI","","Add Entity","action-add-entity","llc_bi__add_entity","","n-icon-relationship","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42348706609358400","","action-add-entity","","","","","","","","","",""
"a2Ebn000000CRIZEA4","005bn000003k2JdAAI","","Next Steps","sbl-next-steps-ind-other","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","NPORTAL__LoanTopbar","42350666374813600","","sbl-next-steps-ind-other","","","","","","","","","",""
"a2Ebn000000COG3EAO","005bn000003k2JdAAI","","Change Product","action-change-product","llc_bi__loanproducts","","n-icon-change","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42353007067726600","","action-change-product","","","","","","","","","",""
"a2Ebn000000DJt3EAG","005bn000003k2JdAAI","","Change Product","action-small-business-loan-ui-change-product","llc_bi__loanproducts","","n-icon-change","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42353007067726630","","action-change-product","","","","","","","","","",""
"a2Ebn000000CRMmEAO","005bn000003k2JdAAI","","Loan Dashboard","dashboard-loan","llc_bi__loan_dashboard","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcfTEAQ","nforce__sub_navigation","","nforce__topbar","42356230844098700","","dashboard-loan","","","","","","","","","",""
"a2Ebn000000DJt2EAG","005bn000003k2JdAAI","","Loan Dashboard","dashboard-loan-SBL","llc_bi__loan_dashboard","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcfTEAQ","nforce__sub_navigation","","nforce__topbar","42356230844098768A","","dashboard-loan","","","","","","","","","",""
